phrase,en,pronunciation,id
一息尚存,alive,yī xī shàng cún,2629
遗著,Posthumous works,yí zhù,2630
奕奕,Yiyi,yì yì,2631
引逗,Tease,yǐn dòu,2632
引信,fuze,yǐn xìn,2633
印堂,Yintang,yìn táng,2634
应许,promise,yīng xǔ,2635
鹰隼,Falcon,yīng sǔn,2636
油层,oil layer,yóu céng,2637
油子,Oilseed,yóu zǐ,2638
有伤风化,be destructive to the morals,yǒu shāng fēng huà,2639
有头有尾,start off and finish,yǒu tóu yǒu wěi,2640
榆钱,elm seeds,yú qián,2641
语源,Etymology,yǔ yuán,2642
狱警,Prison guard,yù jǐng,2643
御制,Imperial control,yù zhì,2644
远海,Open sea,yuǎn hǎi,2645
扎染,tie-dyed,zhā rǎn,2646
灾星,Disaster star,zāi xīng,2647
在教,In Teaching,zài jiào,2648
战书,The book of war,zhàn shū,2649
站相,proper stance,zhàn xiāng,2650
招领,Claim,zhāo lǐng,2651
招租,Rent,zhāo zū,2652
正当时,Just then,zhèng dāng shí,2653
栀子花,Gardenia,zhī zǐ huā,2654
执政府,Executive government,zhí zhèng fǔ,2655
中国通,an old China hand,zhōng guó tōng,2656
中规中矩,In order,zhōng guī zhōng jǔ,2657
重判,Reprimand,zhòng pàn,2658
竹器,bamboo articles,zhú qì,2659
竹榻,bamboo couch,zhú tà,2660
主题词,Key words,zhǔ tí cí,2661
转译,Translation,zhuǎn yì,2662
转轴,Rotating shaft,zhuàn zhóu,2663
准星,Collimator,zhǔn xīng,2664
自供,Confession,zì gòng,2665
嘴尖,sharp-tongued,zuǐ jiān,2666
嘴头,Mouth,zuǐ tóu,2667
尊姓大名,your name,zūn xìng dà míng,2668
做东,Host,zuò dōng,2669
阿斗,Ah Dou,ā dǒu,2670
拔刀相助,draw a sword and render help,bá dāo xiāng zhù,2671
白文,Vernacular,bái wén,2672
败絮,Bad news,bài xù,2673
拜天地,Worship heaven and earth,bài tiān dì,2674
板鸭,Dried Salted Duck,bǎn yā,2675
褒贬,Praise and criticism,bāo bian,2676
避世,Seclusion,bì shì,2677
冰镇,Iced,bīng zhèn,2678
玻璃纸,cellophane,bō lí zhǐ,2679
不忿,Not angry,bù fèn,2680
不果,No result,bù guǒ,2681
不自量,Don&apos;t measure yourself,bù zì liàng,2682
才貌,Talent and appearance,cái mào,2683
操行,Conduct,cāo xíng,2684
草鸡,Grass chicken,cǎo jī,2685
插页,Insert,chā yè,2686
柴刀,Firewood knife,chái dāo,2687
铲车,Forklift,chǎn chē,2688
唱对台戏,with a countermeasure,chàng duì tái xì,2689
超低温,Ultralow temperature,chāo dī wēn,2690
车技,Vehicle technology,chē jì,2691
舂米,husk rice with mortar and pestle,chōng mǐ,2692
抽头,Tap,chōu tóu,2693
除暴安良,get rid of the cruel and pacify the good people,chú bào ān liáng,2694
窗帷,Window curtain,chuāng wéi,2695
床架,bedstead,chuáng jià,2696
床罩,Bedspread,chuáng zhào,2697
从师,Be a teacher,cóng shī,2698
搓揉,knead,cuō róu,2699
打诨,Gag,dǎ hùn,2700
带累,involve,dài lěi,2701
弹尽粮绝,run out of ammunition and food supplies,dàn jìn liáng jué,2702
得数,The number of gains,dé shù,2703
底肥,base fertilizer,dǐ féi,2704
底账,Bottom account,dǐ zhàng,2705
定评,Final evaluation,dìng píng,2706
动嘴,Move your mouth,dòng zuǐ,2707
豆芽菜,Bean sprouts,dòu yá cài,2708
断指,Amputation,duàn zhǐ,2709
断子绝孙,die without descendants,duàn zǐ jué sūn,2710
对答如流,answer fluently,duì dá rú liú,2711
二茬,Second crop,èr chá,2712
发愤图强,to strive for progress with determination,fā fèn tú qiáng,2713
发汗,Sweating,fā hàn,2714
发际,Hairline,fà jì,2715
樊笼,Cage,fán lóng,2716
繁文缛节,unnecessary and overelaborate formalities,fán wén rù jié,2717
返修,Rework,fǎn xiū,2718
芳容,young lady&apos;s pretty face,fāng róng,2719
妨事,hinder,fáng shì,2720
风压,wind pressure,fēng yā,2721
敷药,Dressing,fū yào,2722
辅导站,Guidance Station,fǔ dǎo zhàn,2723
赴难,Go to the trouble,fù nàn,2724
改订,Reorder,gǎi dìng,2725
鸽哨,Pigeon whistle,gē shào,2726
革故鼎新,discard the old ways of life in favour of the new,gé gù dǐng xīn,2727
各领风骚,Leading the way,gè lǐng fēng sāo,2728
更鼓,Genggu,gēng gǔ,2729
功夫茶,Kung Fu Tea,gōng fu chá,2730
攻守同盟,military alliance,gōng shǒu tóng méng,2731
故地重游,Revisit your hometown,gù dì zhòng yóu,2732
官运亨通,have a successful official career,guān yùn hēng tōng,2733
光污染,light pollution,guāng wū rǎn,2734
归期,Return date,guī qī,2735
鬼蜮,Ghosts,guǐ yù,2736
国药,Chinese Medicine,guó yào,2737
国优,national first-rate,guó yōu,2738
海外关系,Overseas relations,hǎi wài guān xì,2739
海鱼,Sea fish,hǎi yú,2740
酣饮,Drink heavily,hān yǐn,2741
汗津津,Sweat,hàn jīn jīn,2742
好赖,Good,hǎo lài,2743
皓首,Haoshou,hào shǒu,2744
河汉,Hehan,hé hàn,2745
厚利,Huge profits,hòu lì,2746
华发,HUAFA,huá fà,2747
化粪池,septic tank,huà fèn chí,2748
画架,Easel,huà jià,2749
荒谬绝伦,be absolutely preposterous,huāng miù jué lún,2750
回炉,Return to furnace,huí lú,2751
活页,loose-leaf,huó yè,2752
货畅其流,Free flow of goods,huò chàng qí liú,2753
货单,Manifest,huò dān,2754
积欠,arrears,jī qiàn,2755
基坑,Foundation pit,jī kēng,2756
加号,plus,jiā hào,2757
金牙,gold-capped teeth,jīn yá,2758
晋剧,Jin Opera,jìn jù,2759
浸渍,dipping,jìn zì,2760
精纺,Worsted,jīng fǎng,2761
空疏,Empty and sparse,kōng shū,2762
空转,idle,kōng zhuàn,2763
跨年度,Cross year,kuà nián dù,2764
狂跌,Plummeting,kuáng diē,2765
拉郎配,Lalangpei,lā láng pèi,2766
拉下水,Pull in the water,lā xià shuǐ,2767
拦挡,Block,lán dǎng,2768
狼心狗肺,be as cruel as a wolf,láng xīn gǒu fèi,2769
老面孔,old face,lǎo miàn kǒng,2770
梨园戏,Liyuan Opera,lí yuán xì,2771
厉兵秣马,to get ready for battle,lì bīng mò mǎ,2772
立此存照,sign a note for investigation,lì cǐ cún zhào,2773
连襟,the husbands of sisters,lián jīn,2774
凉台,balcony,liáng tái,2775
龙门阵,idle talk,lóng mén zhèn,2776
轮次,Turn,lún cì,2777
卖笑,prostitution,mài xiào,2778
满堂红,full house,mǎn táng hóng,2779
慢镜头,Slow motion,màn jìng tóu,2780
芒种,Mangrove seed,máng zhòng,2781
没心没肺,Heartless and heartless,méi xīn méi fèi,2782
煤屑,Coal dust,méi xiè,2783
昧良心,Unconscionable,mèi liáng xīn,2784
蒙难,In distress,méng nàn,2785
棉区,Cotton area,mián qū,2786
面汤,Noodle soup,miàn tāng,2787
名宿,Mingsu,míng sù,2788
明文,Plaintext,míng wén,2789
明艳,Mingyan,míng yàn,2790
莫逆之交,friends with complete mutual understanding,mò nì zhī jiāo,2791
木呆呆,Stupefied,mù dāi dāi,2792
纳粮,Accept food,nà liáng,2793
南纬,South latitude,nán wěi,2794
昵称,Nickname?,nì chēng,2795
逆时针,anti-clockwise,nì shí zhēn,2796
年老力衰,aged and failing in strength,nián lǎo lì shuāi,2797
牛蒡,great burdock,niú bàng,2798
排阵,arrange performances,pái zhèn,2799
抛却,Give up,pāo què,2800
跑光,Run away,pǎo guāng,2801
棚户,Shantytowns,péng hù,2802
漂亮话,Beautiful words,piào liang huà,2803
品头论足,make frivolous remarks about sb . &apos;s appearance,pǐn tóu lùn zú,2804
苹果绿,Apple green,píng guǒ lv4,2805
漆皮,Patent leather,qī pí,2806
歧异,Divergence,qí yì,2807
桥身,bridge structure,qiáo shēn,2808
罄竹难书,are too numerous to inscribe on all bamboo strips,qìng zhú nán shū,2809
屈身,Bend down,qū shēn,2810
趋奉,Worship,qū fèng,2811
全活,moonlight job,quán huó,2812
阙如,Absence,quē rú,2813
仁儿,kernel,rén ér,2814
柔润,Soft and moist,róu rùn,2815
肉酱,Meat sauce,ròu jiàng,2816
肉禽,table poultry,ròu qín,2817
砂浆,mortar,shā jiāng,2818
身手不凡,display consummate skill,shēn shǒu bù fán,2819
深通,have a thorough understanding of,shēn tōng,2820
生态旅游,ecotourism,shēng tài lv3 yóu,2821
鼠目寸光,short-sighted,shǔ mù cùn guāng,2822
双轨制,Double track system,shuāng guǐ zhì,2823
水法,Water law,shuǐ fǎ,2824
水蛭,Leech,shuǐ zhì,2825
顺访,visit on the way,shùn fǎng,2826
撕破脸,Tear your face,sī pò liǎn,2827
堂客,Hall guest,táng kè,2828
提箱,suitcase,tí xiāng,2829
天兵天将,divine troops descending from heaven,tiān bīng tiān jiàng,2830
天足,natural feet,tiān zú,2831
挑肥拣瘦,picky,tiāo féi jiǎn shòu,2832
通兑,Exchange,tōng duì,2833
同调,Homology,tóng diào,2834
同室操戈,fratricidal strife,tóng shì cāo gē,2835
托孤,Tuogu,tuō gū,2836
歪道,evil ways,wāi dào,2837
外来户,Foreign households,wài lái hù,2838
乌金,Wujin,wū jīn,2839
污损,Defilement,wū sǔn,2840
西洋景,Western scenery,xī yáng jǐng,2841
洗雪,to revenge,xǐ xuě,2842
隙缝,Crevice,xì fèng,2843
下里巴人,popular literature or art,xià lǐ bā rén,2844
贤德,Virtuous,xián dé,2845
小恩小惠,small favors,xiǎo ēn xiǎo huì,2846
晓畅,Xiaochang,xiǎo chàng,2847
心怀鬼胎,have sinister motives,xīn huái guǐ tāi,2848
新体,new style,xīn tǐ,2849
幸臣,favourite courtier,xìng chén,2850
胸牌,Breastplate,xiōng pái,2851
胸无大志,with no ambition at all,xiōng wú dà zhì,2852
徐图,Xu Tu,xú tú,2853
寻欢,"allen-xia ",xún huān,2854
寻机,Looking for an opportunity,xún jī,2855
艳遇,Love affair,yàn yù,2856
养父母,foster parents,yǎng fù mǔ,2857
养气,Nourishing Qi,yǎng qì,2858
腋窝,armpit,yè wō,2859
一言九鼎,one word is as heavy as nine tripods,yī yán jiǔ dǐng,2860
屹然,Stand tall,yì rán,2861
影楼,Studio,yǐng lóu,2862
优柔,You Rou,yōu róu,2863
油漆匠,Painter,yóu qī jiàng,2864
油纸,Oilpaper,yóu zhǐ,2865
育婴,Child rearing,yù yīng,2866
在押犯,Prisoners in custody,zài yā fàn,2867
造势,put a spin on sth.,zào shì,2868
摘报,Excerpts,zhāi bào,2869
摘帽子,Take off your hat,zhāi mào zǐ,2870
沾亲带故,share with relatives and friends,zhān qīn dài gù,2871
长门,Changmen,zhǎng mén,2872
针头线脑,odds and ends of sewing,zhēn tóu xiàn nǎo,2873
阵法,tactical deployment of troops,zhèn fǎ,2874
证婚人,Witness,zhèng hūn rén,2875
治外法权,Extraterritoriality,zhì wài fǎ quán,2876
周天,Sunday,zhōu tiān,2877
昼伏夜出,conceal oneself by day and march by night,zhòu fú yè chū,2878
珠玑,Zhuji,zhū jī,2879
捉刀,To catch a knife,zhuō dāo,2880
资产评估,Assets appraisal,zī chǎn píng gū,2881
子宫颈,cervix,zǐ gōng jǐng,2882
纵马,Vertical horse,zòng mǎ,2883
族类,Race,zú lèi,2884
安设,Installation,ān shè,2885
暗害,Insidious harm,àn hài,2886
八辈子,Eight lives,bā bèi zǐ,2887
八面玲珑,be all things to all men,bā miàn líng lóng,2888
白鹳,stork,bái guàn,2889
百折不回,pushing forward despite repeated frustrations,bǎi zhé bù huí,2890
暴敛,Excessive income,bào liǎn,2891
本利,Benli,běn lì,2892
本业,Business,běn yè,2893
笔管,Pen tube,bǐ guǎn,2894
贬谪,Relegation,biǎn zhé,2895
便桥,Temporary bridge,biàn qiáo,2896
兵不血刃,gain victory with unstained swords,bīng bù xuè rèn,2897
兵饷,Military pay,bīng xiǎng,2898
病况,Condition,bìng kuàng,2899
不绝如缕,the continuation is only held by a silken thread,bù jué rú lv3,2900
不孕症,sterility,bù yùn zhèng,2901
猜透,Guess through,cāi tòu,2902
菜系,Cuisine,cài xì,2903
参议会,The Senate,cān yì huì,2904
槽头,manger,cáo tóu,2905
插班,Shift in,chā bān,2906
产需,production and demand,chǎn xū,2907
长亭,Changting,cháng tíng,2908
长项,Strengths,cháng xiàng,2909
耻于,Shame on,chǐ yú,2910
赤金,Red gold,chì jīn,2911
仇怨,Enmity,chóu yuàn,2912
酬宾,bargain sales,chóu bīn,2913
畜类,Livestock,chù lei,2914
打落水狗,do not let up one &apos;s attack of the failing enemy,dǎ luò shuǐ gǒu,2915
打小报告,Make a small report,dǎ xiǎo bào gào,2916
大钞,Large-denomination note,dà chāo,2917
大卡,Big card,dà kǎ,2918
蛋白尿,proteinuria,dàn bái niào,2919
抵得上,be equal to,dǐ dé shàng,2920
地勤,ground service,dì qín,2921
甸子,Dianzi,diàn zǐ,2922
吊扣,suspend,diào kòu,2923
定向培养,directional training,dìng xiàng péi yǎng,2924
冬灌,Winter irrigation,dōng guàn,2925
豆包,Doubao,dòu bāo,2926
豆豉,fermented soya bean,dòu chǐ,2927
赌局,Gambling game,dǔ jú,2928
墩布,Mops,dūn bù,2929
鹅毛大雪,large snowflakes,é máo dà xuě,2930
二胎,a second child,èr tāi,2931
反转,reversal,fǎn zhuǎn,2932
梵语,Sanskrit,fàn yǔ,2933
防老,to provide against old age,fáng lǎo,2934
肥头大耳,a large head and big ears -- sign of a prosperous man,féi tóu dà ěr,2935
风帽,a hood,fēng mào,2936
风门,damper,fēng mén,2937
疯魔,crazy,fēng mó,2938
扶掖,support,fú yè,2939
付之一笑,laugh at,fù zhī yī xiào,2940
附着力,adhesion,fù zhuó lì,2941
复姓,compound surname,fù xìng,2942
富态,portly,fù tài,2943
肛,anus,gāng,2944
钢叉,steel fork,gāng chā,2945
根究,After all,gēn jiū,2946
弓腰,Bow waist,gōng yāo,2947
公平秤,scales set up for customers to verify the weight of purchases,gōng píng chèng,2948
狗仗人势,be a bully under the protection of a powerful person,gǒu zhàng rén shì,2949
孤高,Solitary height,gū gāo,2950
鬼迷心窍,be possessed,guǐ mí xīn qiào,2951
鬼祟,Furtive,guǐ suì,2952
过街天桥,footbridge,guò jiē tiān qiáo,2953
过速,Over speed,guò sù,2954
含恨,Hateful,hán hèn,2955
寒来暑往,as summer goes and winter comes,hán lái shǔ wǎng,2956
寒食,Cold food,hán shí,2957
汉剧,Hanju opera,hàn jù,2958
悍将,brave warrior,hàn jiāng,2959
豪壮,Heroic,háo zhuàng,2960
划得来,It&apos;s worth it,huá de lái,2961
滑稽剧,Farce,huá jī jù,2962
环行,Circumnavigation,huán xíng,2963
回礼,Salute back,huí lǐ,2964
火箭筒,Rocket Launcher,huǒ jiàn tǒng,2965
火烫,Scorching,huǒ tàng,2966
鸡眼,Corns,jī yǎn,2967
尖酸刻薄,sarcastic ridicule,jiān suān kè bó,2968
坚果,nut,jiān guǒ,2969
缄口,Silence,jiān kǒu,2970
讲价,Bargaining,jiǎng jià,2971
狡计,Cunning,jiǎo jì,2972
节哀,I&apos;m sorry,jié āi,2973
桀纣,Jie Zhou,jié zhòu,2974
金屋藏娇,settle one &apos;s young wife in a golden house,jīn wū cáng jiāo,2975
锦囊妙计,up one&apos;s sleeve,jǐn náng miào jì,2976
近水楼台,waterside pavilion,jìn shuǐ lóu tái,2977
浸没,immersion,jìn mò,2978
经传,Classics,jīng zhuàn,2979
井然,Well,jǐng rán,2980
镜台,Mirror stage,jìng tái,2981
救火车,Fire engine,jiù huǒ chē,2982
居功,Take credit for,jū gōng,2983
军制,Military system,jūn zhì,2984
均分,Divide equally,jūn fēn,2985
峻峭,Precipitous,jùn qiào,2986
开审,Open trial,kāi shěn,2987
开天窗,Open the skylight,kāi tiān chuāng,2988
可怖,Terrifying,kě bù,2989
克勤克俭,be industrious and frugal,kè qín kè jiǎn,2990
刻刀,burin,kè dāo,2991
宽限,grace,kuān xiàn,2992
拉锁,zip fastener,lā suǒ,2993
老爷车,Vintage car,lǎo yé chē,2994
乐融融,Happy and harmonious,lè róng róng,2995
雷霆万钧,an irresistible force,léi tíng wàn jūn,2996
冷飕飕,chilly,lěng sōu sōu,2997
离乱,turmoil of war,lí luàn,2998
离乡背井,leave one &apos;s native place and live as a vagabond,lí xiāng bèi jǐng,2999
烈度,earthquake intensity,liè dù,3000
猎鹰,Falcon,liè yīng,3001
灵床,Deathbed,líng chuáng,3002
留余地,Leave room,liú yú dì,3003
绿藻,Green algae,lv4 zǎo,3004
麻糖,sesame candy,má táng,3005
码放,put or keep things in good order,mǎ fàng,3006
冒头,A rising head,mào tóu,3007
闷酒,alcohol consumed when one is unhappy,mèn jiǔ,3008
蒙文,"Mongolian ",méng wén,3009
喵,Meow,miāo,3010
明细表,Schedule,míng xì biǎo,3011
谋算,try to find a solution,móu suàn,3012
闹饥荒,suffer from famine,nào jī huāng,3013
欧化,Europeanization,ōu huà,3014
偶数,even numbers,ǒu shù,3015
派送,Delivery,pài sòng,3016
配殿,Accessory Hall,pèi diàn,3017
捧杯,Hold the cup,pěng bēi,3018
疲弱,fatigued and weak,pí ruò,3019
片言只语,a few isolated words and phrases,piàn yán zhī yǔ,3020
贫病交加,be plagued by poverty and ill health,pín bìng jiāo jiā,3021
频传,It&apos;s spread frequently,pín chuán,3022
品酒,sample wine,pǐn jiǔ,3023
七窍生烟,fulminate with anger,qī qiào shēng yān,3024
萋萋,Qi Qi,qī qī,3025
齐奏,play in unison,qí zòu,3026
奇谈,Strange talk,qí tán,3027
启行,leave,qǐ xíng,3028
起行,Set out,qǐ xíng,3029
起拍,Start shooting,qǐ pāi,3030
千娇百媚,be exquisitely dainty and ravishingly beautiful,qiān jiāo bǎi mèi,3031
强固,Strong and solid,qiáng gù,3032
强横,Strong and overbearing,qiáng hèng,3033
强心针,Cardiotonic needle,qiáng xīn zhēn,3034
墙围,Wall enclosure,qiáng wéi,3035
愀然,I&apos;m sorry,qiǎo rán,3036
青葱,fresh green,qīng cōng,3037
清还,Return,qīng huán,3038
情窦初开,first awakening interest in the opposite sex,qíng dòu chū kāi,3039
穷愁,Poverty,qióng chóu,3040
求偶,Courtship,qiú ǒu,3041
曲线美,Curvilinear beauty,qū xiàn měi,3042
全职,full-time,quán zhí,3043
认捐,Pledge,rèn juān,3044
荣升,be honored by pro motion to a higher post,róng shēng,3045
撒拉族,Salars,sā lā zú,3046
三点式,bikini,sān diǎn shì,3047
三六九等,various grades and ranks,sān liù jiǔ děng,3048
散光,astigmatism,sǎn guāng,3049
散座,Scattered seats,sǎn zuò,3050
色差,chromatic aberration,sè chā,3051
杀鸡取卵,kill the goose that lays the golden eggs,shā jī qǔ luǎn,3052
沙文主义,Chauvinism,shā wén zhǔ yì,3053
纱灯,gauze lantern,shā dēng,3054
纱线,yarn,shā xiàn,3055
禅让,Abdication,shàn ràng,3056
上光,polish,shàng guāng,3057
上情,feelings of the higher authorities,shàng qíng,3058
蛇行,Snaking,shé xíng,3059
舍本逐末,attend to trifles to the neglect of essentials,shě běn zhú mò,3060
射流,Jet,shè liú,3061
身价百倍,have a sudden rise in social status,shēn jià bǎi bèi,3062
声控,Voice control,shēng kòng,3063
收手,Stop it,shōu shǒu,3064
守墓,Guarding the tomb,shǒu mù,3065
叔嫂,Uncle and sister-in-law,shū sǎo,3066
数典忘祖,give all the historical facts except those about one &apos;s own ancestors,shǔ diǎn wàng zǔ,3067
数九寒天,Count nine cold days,shǔ jiǔ hán tiān,3068
双月刊,Bimonthly,shuāng yuè kān,3069
水轮机,Hydraulic turbine,shuǐ lún jī,3070
睡裙,Nightdress,shuì qún,3071
说不来,I can&apos;t say,shuō bu lái,3072
丝光,Mercerization,sī guāng,3073
私怨,Private grudge,sī yuàn,3074
死心眼儿,Dead set,sǐ xīn yǎn er,3075
酥脆,Crispy,sū cuì,3076
夙夜,Long night,sù yè,3077
拓印,Rubbing,tuò yìn,3078
太极剑,Tai Chi Sword,tài jí jiàn,3079
糖衣,Sugar coating,táng yī,3080
套车,Set car,tào chē,3081
天网恢恢,"the net of heaven has large meshes , but it lets nothing through",tiān wǎng huī huī,3082
条分缕析,make a careful and detailed analysis,tiáo fēn lv3 xī,3083
调护,Nursing,tiáo hù,3084
听而不闻,listen but not hear,tīng ér bù wén,3085
通存通兑,Universal deposit and withdrawal,tōng cún tōng duì,3086
头疼脑热,headache and slight fever,tóu téng nǎo rè,3087
托梦,Tuomeng,tuō mèng,3088
外路,Outside,wài lù,3089
外强中干,outwardly strong but inwardly weak,wài qiáng zhōng gān,3090
往时,In the past,wǎng shí,3091
威胁性,threatening,wēi xié xìng,3092
尾灯,Taillight,wěi dēng,3093
委任状,Certificate of appointment,wěi rèn zhuàng,3094
温驯,Tame,wēn xùn,3095
嬉笑怒骂,making fun of and cursing angrily -- to write freely,xī xiào nù mà,3096
习字,Calligraphy,xí zì,3097
洗手不干,wash one&apos;s hands of the matter,xǐ shǒu bù gàn,3098
洗碗机,dishwasher,xǐ wǎn jī,3099
戏评,Drama review,xì píng,3100
下款,Next payment,xià kuǎn,3101
小九九,Little nine nine,xiǎo jiǔ jiǔ,3102
小卧车,Sleeping car,xiǎo wò chē,3103
邪门儿,Heresy,xié mén er,3104
谐趣,Humorous,xié qù,3105
心重,Heavy heart,xīn zhòng,3106
羞赧,Bashful,xiū nǎn,3107
虚词,Function words,xū cí,3108
虚夸,Exaggeration,xū kuā,3109
叙功,Xugong,xù gōng,3110
殉道,Martyrdom,xùn dào,3111
嫣然,Yan Ran,yān rán,3112
眼风,Eye style,yǎn fēng,3113
眼明手快,quick of eye and deft of hand,yǎn míng shǒu kuài,3114
一定之规,a fixed pattern,yī dìng zhī guī,3115
一团漆黑,one mass of black with no distinguishable objects,yī tuán qī hēi,3116
一席谈,a snatch of conversation,yī xí tán,3117
以毒攻毒,fight poison,yǐ dú gōng dú,3118
以儆效尤,warn others against following a bad example,yǐ jǐng xiào yóu,3119
异教,Paganism,yì jiāo,3120
异型,Heteromorphism,yì xíng,3121
阴私,Private,yīn sī,3122
银燕,Silver swallow,yín yàn,3123
萦回,Lingering,yíng huí,3124
忧惧,Worry and fear,yōu jù,3125
有色眼镜,tainted glasses,yǒu sè yǎn jìng,3126
余悸,lingering fear,yú jì,3127
鱼肚,Fish maw,yú dǔ,3128
鱼鹰,Osprey,yú yīng,3129
雨鞋,Rain shoes,yǔ xié,3130
语感,language sense,yǔ gǎn,3131
御赐,be bestowed by the emperor,yù cì,3132
裕固族,Yugur,yù gù zú,3133
原盐,Crude salt,yuán yán,3134
圆号,Horn,yuán hào,3135
援例,Examples,yuán lì,3136
杂毛,Miscellaneous hair,zá máo,3137
灶君,Kitchen King,zào jūn,3138
择吉,select an auspicious day,zé jí,3139
罩衫,smock,zhào shān,3140
针织品,Knitwear,zhēn zhī pǐn,3141
真凶,"Murderers ",zhēn xiōng,3142
政治避难,Political asylum,zhèng zhì bì nàn,3143
直瞪瞪,Stares,zhí dèng dèng,3144
侄孙,Nephew and grandson,zhí sūn,3145
逐次,successive,zhú cì,3146
逐句,sentence-by-sentence,zhú jù,3147
注疏,Notes,zhù shū,3148
专宠,monopolize the favor,zhuān chǒng,3149
转播台,Relay station,zhuǎn bō tái,3150
妆奁,Dowry,zhuāng lián,3151
装假,Faking,zhuāng jiǎ,3152
追悔莫及,too late to regret,zhuī huǐ mò jí,3153
滋补品,Tonic,zī bǔ pǐn,3154
自食其果,reap what one has sown,zì shí qí guǒ,3155
总账,General ledger,zǒng zhàng,3156
白皑皑,white,bái ái ái,3157
拜别,Goodbye,bài bié,3158
背阴,Back Yin,bèi yīn,3159
本命年,Benmingnian,běn mìng nián,3160
迸裂,Burst,bèng liè,3161
碧草,Green grass,bì cǎo,3162
便车,Free ride,biàn chē,3163
采种,Seed collection,cǎi zhǒng,3164
菜篮子工程,Vegetable basket project,cài lán zǐ gōng chéng,3165
层林,row upon row of trees,céng lín,3166
充电器,Charger,chōng diàn qì,3167
重弹,Replay,zhòng dàn,3168
丑行,Ugliness,chǒu xíng,3169
初婚,first marriage,chū hūn,3170
触雷,touch off a mine,chù léi,3171
闯关东,Go to Guandong,chuǎng guān dōng,3172
垂暮,Twilight,chuí mù,3173
唇亡齿寒,if the lips are gone,chún wáng chǐ hán,3174
凑集,Gather together,còu jí,3175
打蜡,wax,dǎ là,3176
大海捞针,look for a needle in a bottle of hay,dà hǎi lāo zhēn,3177
挡车,Stop the car,dǎng chē,3178
荡舟,row a boat,dàng zhōu,3179
低平,Low level,dī píng,3180
地牢,Dungeon,dì láo,3181
第三人称,third person,dì sān rén chēng,3182
碘酒,Iodine,diǎn jiǔ,3183
电门,Switch,diàn mén,3184
电热毯,Electric blanket,diàn rè tǎn,3185
雕虫小技,insignificant skill,diāo chóng xiǎo jì,3186
雕凿,Carving,diāo záo,3187
迭次,repeatedly,dié cì,3188
鼎足,Tripod,dǐng zú,3189
定例,Regulations,dìng lì,3190
洞若观火,very clear-sighted,dòng ruò guān huǒ,3191
陡壁,steep cliff,dǒu bì,3192
独夫,Dufu,dú fū,3193
独酌,drink alone,dú zhuó,3194
断肢,Amputation,duàn zhī,3195
发横财,Make a windfall,fā hèng cái,3196
发酒疯,Drunk,fā jiǔ fēng,3197
反诘,Cross examination,fǎn jié,3198
泛称,General term,fàn chēng,3199
贩私,Peddling,fàn sī,3200
方音,phonetic aspect of a dialect,fāng yīn,3201
防弹衣,Bulletproof vests,fáng dàn yī,3202
防风林,Windbreak forest,fáng fēng lín,3203
费尽心思,It&apos;s hard work,fèi jìn xīn si,3204
分机,extension,fēn jī,3205
纷杂,Miscellaneous,fēn zá,3206
坟丘,grave mound,fén qiū,3207
服老,accept old age and declining health,fú lǎo,3208
服色,style and colour of clothes,fú sè,3209
付梓,Go to press,fù zǐ,3210
甘为,Gan Wei,gān wéi,3211
秆儿,Culm,gǎn er,3212
搞法,How to do it,gǎo fǎ,3213
工潮,a labour strike,gōng cháo,3214
孤胆,Solitary gall,gū dǎn,3215
姑婆,My aunt,gū pó,3216
谷穗,icker,gǔ suì,3217
鬼把戏,Ghost trick,guǐ bǎ xì,3218
国葬,state funeral,guó zàng,3219
过磅,weigh,guò bàng,3220
过誉,bestow undue praise on,guò yù,3221
寒微,of humble origin,hán wēi,3222
寒衣,Hanyi,hán yī,3223
号手,Bugler,hào shǒu,3224
恒山,Mount Heng,héng shān,3225
湖沼,Lakes and marshes,hú zhǎo,3226
虎头虎脑,looking dignified and strong,hǔ tóu hǔ nǎo,3227
护岸,bank revetment,hù àn,3228
画舫,Gaily painted pleasure boat,huà fǎng,3229
黄曲霉,aflatoxin,huáng qū méi,3230
回教徒,a muslim,huí jiào tú,3231
秽语,Foul language,huì yǔ,3232
活菩萨,sb. as kindhearted as a Bodhisattva,huó pú sa,3233
机谋,cunning,jī móu,3234
基线,baseline,jī xiàn,3235
集束,Cluster,jí shù,3236
假死,Feign death,jiǎ sǐ,3237
贱骨头,Scum,jiàn gǔ tou,3238
箭竹,arrow bamboo,jiàn zhú,3239
江轮,a riverboat,jiāng lún,3240
讲和,Make peace,jiǎng hé,3241
酱色,Soy sauce,jiàng sè,3242
交叉科学,Interdisciplinary science,jiāo chā kē xué,3243
矫形,orthopedic,jiǎo xíng,3244
疖子,Boils,jiē zǐ,3245
接站,Pick up station,jiē zhàn,3246
揭秘,Uncover secrets,jiē mì,3247
鲸吞,Whale swallow,jīng tūn,3248
警号,Alarm,jǐng hào,3249
酒肉朋友,fair-weather friends,jiǔ ròu péng yǒu,3250
就地正法,carry out a death sentence on the spot,jiù dì zhèng fǎ,3251
炕洞,flue of a kang,kàng dòng,3252
刻写,Writing,kè xiě,3253
拉帮结派,form cliques,lā bāng jié pài,3254
拉皮条,Pimping,lā pí tiáo,3255
揽客,Solicit customers,lǎn kè,3256
