phrase,en,pronunciation,id
一石二鸟,kill two birds with one stone,yī shí èr niǎo,1253
一字长蛇阵,Long snake array,yī zì cháng shé zhèn,1254
姨妹,Aunt,yí mèi,1255
胰脏,pancreas,yí zàng,1256
艺术体操,Eurhythmics,yì shù tǐ cāo,1257
易姓,change one&apos;s family name,yì xìng,1258
淫书,pornographic book,yín shū,1259
淫猥,impure,yín wěi,1260
油迹,oil stains,yóu jì,1261
油篓,rattan oil container,yóu lǒu,1262
油饰,Oil decoration,yóu shì,1263
有奶便是娘,Milk is mother,yǒu nǎi biàn shì niáng,1264
雨脚,Yujiao,yǔ jiǎo,1265
语料,corpus,yǔ liào,1266
鸢尾,Iris,yuān wěi,1267
园艺师,horticulturist,yuán yì shī,1268
月白风清,the moon is bright and the wind cool,yuè bái fēng qīng,1269
匀净,Even and clean,yún jìng,1270
运输舰,Transport ship,yùn shū jiàn,1271
杂凑,Jumble,zá còu,1272
葬身鱼腹,to be drowned,zàng shēn yú fù,1273
藏蓝,Tibetan blue,zàng lán,1274
赠券,Coupons,zèng quàn,1275
炸糕,Fried cake,zhà gāo,1276
折页,Folding,zhé yè,1277
针鼻儿,Needle nose,zhēn bí er,1278
整复,Reduction,zhěng fù,1279
整纪,strengthen discipline,zhěng jì,1280
正当中,Right in the middle,zhèng dāng zhōng,1281
正片,positive,zhèng piàn,1282
正音,standard pronunciation,zhèng yīn,1283
支棱,Ramulus,zhī léng,1284
知人之明,ability to appreciate a person &apos;s character and capability,zhī rén zhī míng,1285
直性子,Straight temperament,zhí xìng zǐ,1286
止泻,to stop diarrhea,zhǐ xiè,1287
志大才疏,have great ambition but little talent,zhì dà cái shū,1288
钟鼎,Zhongding,zhōng dǐng,1289
种子队,Seed team,zhǒng zi duì,1290
重点校,Key schools,zhòng diǎn xiào,1291
重晶石,Barite,zhòng jīng shí,1292
绉纱,crape,zhòu shā,1293
竹刻,Bamboo carving,zhú kè,1294
竹笠,Bamboo hat,zhú lì,1295
蛀牙,Dental caries,zhù yá,1296
专座,special reserved seat,zhuān zuò,1297
追魂,Pursuing the soul,zhuī hún,1298
赘婿,Husband in law,zhuì xù,1299
走水,Go out of the water,zǒu shuǐ,1300
走眼,Out of sight,zǒu yǎn,1301
坐蜡,get into trouble,zuò là,1302
坐山观虎斗,Sit on the mountain and watch the tiger fight,zuò shān guān hǔ dòu,1303
暗伤,Insidious injury,àn shāng,1304
白驹过隙,time passes quickly like a white pony &apos;s shadow across a crevice,bái jū guò xì,1305
白条子,promissory note with little binding force,bái tiáo zi,1306
败草,Abortive grass,bài cǎo,1307
板铺,Planking,bǎn pū,1308
板障,Handicap,bǎn zhàng,1309
办差,Run errands,bàn chāi,1310
半子,son-in-law,bàn zǐ,1311
帮主,Guild leader,bāng zhǔ,1312
宝眷,Dear family,bǎo juàn,1313
爆破筒,Blasting cylinder,bào pò tǒng,1314
背债,be in debt,bēi zhài,1315
贲门,cardia,bēn mén,1316
本岛,island proper,běn dǎo,1317
鼻窦,Paranasal sinuses,bí dòu,1318
笔债,A debt,bǐ zhài,1319
笔战,Pen fight,bǐ zhàn,1320
闭月羞花,be so beautiful that the moon hides her face and the flowers blush for shame at sight of her,bì yuè xiū huā,1321
便宴,A potluck,biàn yàn,1322
殡殓,Funeral,bìn liàn,1323
鬓毛,Sideburns,bìn máo,1324
病句,Sick sentence,bìng jù,1325
薄葬,Thin burial,bó zàng,1326
卜居,Buju,bǔ jū,1327
步犁,walking plough,bù lí,1328
菜板,Cutting board,cài bǎn,1329
参校,Participating in school,cān jiào,1330
惨况,Miserable situation,cǎn kuàng,1331
藏富,conceal one&apos;s wealth,cáng fù,1332
槽牙,Slot teeth,cáo yá,1333
草底儿,preliminary draft,cǎo dǐ er,1334
禅门,Buddhism,chán mén,1335
炒货,Speculation,chǎo huò,1336
炒冷饭,rehash,chǎo lěng fàn,1337
尘暴,dust storm,chén bào,1338
沉底,sedimentation,chén dǐ,1339
陈陈相因,follow an old routine,chén chén xiāng yīn,1340
称说,Say,chēng shuō,1341
城雕,city public sculpture,chéng diāo,1342
吃大户,Big eaters,chī dà hù,1343
吃哑巴亏,be cheated but unable to talk about it for one reason or another,chī yǎ ba kuī,1344
痴肥,obese,chī féi,1345
痴话,Crazy talk,chī huà,1346
痴狂,Mania,chī kuáng,1347
池座,stalls,chí zuò,1348
叱问,Chide,chì wèn,1349
重修旧好,Reconciling,chóng xiū jiù hǎo,1350
宠用,favour and put sb. in important position,chǒng yòng,1351
抽油机,Oil pumping machine,chōu yóu jī,1352
仇外,Xenophobic,chóu wài,1353
出乘,set off in a vehicle,chū chéng,1354
出圈,Out of the circle,chū juàn,1355
出展,exhibit,chū zhǎn,1356
黜退,Dethrone,chù tuì,1357
穿堂风,draught,chuān táng fēng,1358
船埠,Shipport,chuán bù,1359
船龄,Ship age,chuán líng,1360
吹拍,Blow beat,chuī pāi,1361
春困,Spring sleepiness,chūn kùn,1362
唇线,Lip Liner,chún xiàn,1363
慈姑,Cigu,cí gū,1364
磁针,magnetic needle,cí zhēn,1365
刺梅,Euphorbia milii,cì méi,1366
搓澡,Take a bath,cuō zǎo,1367
打杈,To break a fork,dǎ chà,1368
打横,To strike a horizontal line,dǎ héng,1369
打先锋,Be a pioneer,dǎ xiān fēng,1370
大谬不然,be a gross error,dà miù bù rán,1371
大脑炎,Cerebritis,dà nǎo yán,1372
当间儿,In the meantime,dāng jiàn er,1373
得济,Deji,dé jì,1374
灯蛾,tiger moth,dēng é,1375
等速,Isokinetic,děng sù,1376
低纬度,Low latitude,dī wěi dù,1377
低限,Lower limit,dī xiàn,1378
嫡出,legitimation,dí chū,1379
抵牾,Contradiction,dǐ wǔ,1380
递解,Deportation,dì jiè,1381
点唱,request a number,diǎn chàng,1382
点种,Seed order,diǎn zhǒng,1383
电吹风,hair drier,diàn chuī fēng,1384
电焊机,Electric welding machine,diàn hàn jī,1385
电暖器,Electric heater,diàn nuǎn qì,1386
电刑,Electrocution,diàn xíng,1387
钓具,Fishing tackle,diào jù,1388
掉书袋,excessive fondness of making literary quotations and historical allusions,diào shū dài,1389
丁字形,T-shaped,dīng zì xíng,1390
定时器,timer,dìng shí qì,1391
冬练,Winter training,dōng liàn,1392
冬贮,winter preservation,dōng zhù,1393
洞府,Cave,dòng fǔ,1394
斗富,compete materially,dǒu fù,1395
独具只眼,be able to see what others cannot,dú jù zhī yǎn,1396
读秒,Counting seconds,dú miǎo,1397
断口,fracture,duàn kǒu,1398
断命,Die,duàn mìng,1399
对眼,Eye to eye,duì yǎn,1400
堕马,Falling horse,duò mǎ,1401
饿虎扑食,a hungry tiger at its prey,è hǔ pū shí,1402
耳尖,Tip of ear,ěr jiān,1403
耳生,Ear born,ěr shēng,1404
二手烟,Secondhand smoke,èr shǒu yān,1405
发蒙,To be confused,fā mēng,1406
犯贱,act bitchy,fàn jiàn,1407
防盗锁,Anti theft lock,fáng dào suǒ,1408
放账,Release account,fàng zhàng,1409
飞泉,Feiquan,fēi quán,1410
鲱鱼,herring,fēi yú,1411
匪盗,Bandit,fěi dào,1412
匪祸,banditry,fěi huò,1413
分镜头,Split shot,fēn jìng tóu,1414
奋激,be roused to enthusiasm,fèn jī,1415
风雨衣,Raincoat,fēng yǔ yī,1416
逢集,Fengji,féng jí,1417
扶上马,Support the horse,fú shàng mǎ,1418
复诵,Repeat,fù sòng,1419
伽马刀,Gamma knife,gā mǎ dāo,1420
改调,Change the tune,gǎi diào,1421
改恶从善,remove the evil and follow the good,gǎi è cóng shàn,1422
甘醇,Glycol,gān chún,1423
干仗,have a row,gàn zhàng,1424
哥老会,Brotherhood,gē lǎo huì,1425
割弃,Cutting and discarding,gē qì,1426
阁僚,Cabinet staff,gé liáo,1427
各行其事,Go your own way,gè xíng qí shì,1428
跟脚,Heel and heel,gēn jiǎo,1429
工尺,Gongchi,gōng chě,1430
工运,Labor movement,gōng yùn,1431
供果,fruit used as offerings,gòng guǒ,1432
够交情,Enough friendship,gòu jiāo qíng,1433
孤孀,Widows,gū shuāng,1434
官能症,Dysfunctionia,guān néng zhèng,1435
官瘾,Official addiction,guān yǐn,1436
灌洗,lavage,guàn xǐ,1437
归田,Returning to the field,guī tián,1438
贵庚,Guigeng,guì gēng,1439
滚轴,Roller,gǔn zhóu,1440
果盒,Fruit box,guǒ hé,1441
海损,average,hǎi sǔn,1442
含羞草,mimosa,hán xiū cǎo,1443
行货,Licensed goods,háng huò,1444
豪族,Haozu,háo zú,1445
河清海晏,the huanghe river is clear and the seas are calm,hé qīng hǎi yàn,1446
河鱼,freshwater fish,hé yú,1447
核讹诈,Nuclear blackmail,hé é zhà,1448
黑牢,Black prison,hēi láo,1449
黑溜溜,Dark,hēi liū liū,1450
黑窝点,Black dens,hēi wō diǎn,1451
黑种人,black race,hēi zhǒng rén,1452
轰赶,shoo away,hōng gǎn,1453
红领章,Red collar,hóng lǐng zhāng,1454
红模子,Red mold,hóng mú zi,1455
鸿运,Good luck,hóng yùn,1456
喉节,Laryngeal segment,hóu jié,1457
花糕,Cake,huā gāo,1458
化冻,Thawing,huà dòng,1459
淮剧,Huai Opera,huái jù,1460
缓气,Hold your breath,huǎn qì,1461
换手,Change hands,huàn shǒu,1462
徽剧,Anhui Opera,huī jù,1463
回跌,Fall back,huí diē,1464
回锅肉,Twice-cooked pork,huí guō ròu,1465
会阴,perineum,huì yīn,1466
贿金,"bribes ",huì jīn,1467
活字典,walking dictionary,huó zì diǎn,1468
火暴,Fiery,huǒ bào,1469
火漆,Lacquer,huǒ qī,1470
积贫积弱,Poor and weak,jī pín jī ruò,1471
畸型,Deformity,jī xíng,1472
急公好义,ready to stand out for justice,jí gōng hào yì,1473
急性病,Acute disease,jí xìng bìng,1474
嫉贤妒能,be jealous of the good and envious of the strong,jí xián dù néng,1475
记叙文,Narration,jì xù wén,1476
祭灵,Sacrifice to the spirit,jì líng,1477
寄宿制,Boarding system,jì sù zhì,1478
夹具,fixture,jiā jù,1479
家庭副业,Family sideline,jiā tíng fù yè,1480
家学,Family Studies,jiā xué,1481
驾辕,Drive the shaft,jià yuán,1482
监控器,monitor,jiān kòng qì,1483
监票,Scrutinizing,jiān piào,1484
简省,Brevity,jiǎn shěng,1485
见危授命,willing to sacrifice life in case of danger,jiàn wēi shòu mìng,1486
谏言,Admonishment,jiàn yán,1487
讲桌,Talking table,jiǎng zhuō,1488
娇客,Charming guest,jiāo kè,1489
胶丸,Rubber shot,jiāo wán,1490
嗟来之食,food handed out in contempt,jiē lái zhī shí,1491
界内,Within the boundary,jiè nèi,1492
精米,Milled rice,jīng mǐ,1493
景慕,Admiration,jǐng mù,1494
敬谢不敏,beg to be excused,jìng xiè bù mǐn,1495
究办,Research Office,jiū bàn,1496
酒瘾,alcohol addiction,jiǔ yǐn,1497
就擒,Take it,jiù qín,1498
居住证,Residence permit,jū zhù zhèng,1499
拒毒,Drug resistance,jù dú,1500
绝户,No family,jué hù,1501
开犁,Plough,kāi lí,1502
看家狗,Watchdog,kān jiā gǒu,1503
刻花,Engraving,kè huā,1504
孔眼,perforation,kǒng yǎn,1505
口传心授,oral teaching that inspires true understanding within,kǒu chuán xīn shòu,1506
苦胆,gall bladder,kǔ dǎn,1507
蜡炬,candle,là jù,1508
狼毫,Langhao,láng háo,1509
廊檐,Eaves,láng yán,1510
老年斑,age spots,lǎo nián bān,1511
里程表,Odometer,lǐ chéng biǎo,1512
里巷,Lane,lǐ xiàng,1513
力行,be diligent in action,lì xíng,1514
历世,successive dynasties,lì shì,1515
励志,Self-Improvement,lì zhì,1516
连亘,Continuous,lián gèn,1517
炼焦炉,Coke oven,liàn jiāo lú,1518
淋淋,dripping wet,lín lín,1519
辚辚,Rattling,lín lín,1520
留鸟,resident bird,liú niǎo,1521
流量计,Flowmeter,liú liàng jì,1522
卤菜,Pickled vegetables,lǔ cài,1523
路不拾遗,a peaceful and prosperous time,lù bù shí yí,1524
略逊一筹,slightly inferior,lvè xùn yī chóu,1525
螺丝帽,Screw cap,luó sī mào,1526
麻纺,Hemp spinning,má fǎng,1527
马蹄铁,horseshoe,mǎ tí tiě,1528
卖友求荣,betray friends for personal gain,mài yǒu qiú róng,1529
蔓生,Creeping,màn shēng,1530
毛蚶,Scapharca subcrenata,máo hān,1531
貌不惊人,It&apos;s not amazing,mào bù jīng rén,1532
没轻没重,tactlessly or indiscreetly,méi qīng méi zhòng,1533
媚骨,Ingratitude,mèi gǔ,1534
命大,have a narrow escape,mìng dà,1535
命门,Gate of life,mìng mén,1536
摹绘,Copying,mó huì,1537
莫此为甚,nothing is capable of exceeding this,mò cǐ wéi shèn,1538
木糖醇,xylitol,mù táng chún,1539
拿腔拿调,speak affectedly,ná qiāng ná diào,1540
男科,andrology,nán kē,1541
难说话,unapproachable,nán shuō huà,1542
内掌柜,wife of a shopkeeper,nèi zhǎng guì,1543
嫩红,pink,nèn hóng,1544
嫩弱,tender,nèn ruò,1545
黏合剂,Adhesive,nián hé jì,1546
尿失禁,urinary incontinence,niào shī jìn,1547
凝冻,Freezing,níng dòng,1548
拗,A dilemma,niù,1549
农业化,Agriculturalization,nóng yè huà,1550
派款,Contribution,pài kuǎn,1551
盘弄,Fiddle with,pán nòng,1552
跑生意,chase after business,pǎo shēng yi,1553
跑堂儿,be a waiter,pǎo táng er,1554
炮竹,Firecrackers,pào zhú,1555
喷壶,Spout,pēn hú,1556
篷布,Tarpaulin,péng bù,1557
坯布,grey,pī bù,1558
片儿,TV play,piān er,1559
胼手胝足,toil and moil,pián shǒu zhī zú,1560
漂白剂,bleaching agents,piǎo bái jì,1561
凭恃,depend on,píng shì,1562
七扭八歪,crooked,qī niǔ bā wāi,1563
妻管严,Henpecked husband,qī guǎn yán,1564
奇勋,Marvel,qí xūn,1565
起获,recovered,qǐ huò,1566
谦辞,Modesty,qiān cí,1567
强行军,Force army,qiáng xíng jūn,1568
轻活,Light and flexible,qīng huó,1569
轻省,light,qīng sheng,1570
倾城倾国,so beautiful as to overrun cities and ruin states,qīng chéng qīng guó,1571
清漆,varnish,qīng qī,1572
穷骨头,A poor man,qióng gǔ tou,1573
穹隆,vault,qióng lóng,1574
秋风扫落叶,The autumn wind sweeps the fallen leaves,qiū fēng sǎo luò yè,1575
球果,cone,qiú guǒ,1576
屈驾,Excuse me,qū jià,1577
去势,Castration,qù shì,1578
全知全能,omniscient and omnipotent,quán zhī quán néng,1579
绕弯儿,Twists and turns,rào wān er,1580
人所不齿,too mean to be mentioned,rén suǒ bù chǐ,1581
刃口,Cutting edge,rèn kǒu,1582
日场,Matinee,rì chǎng,1583
日记账,Journal,rì jì zhàng,1584
荣任,be honored with an appointment,róng rèn,1585
蝾螈,Salamander,róng yuán,1586
肉脯,portly or obese person,ròu pú,1587
茹苦含辛,bear bitter hardships,rú kǔ hán xīn,1588
入列,Listed,rù liè,1589
溽热,Febrile fever,rù rè,1590
软骨病,Osteomalacia,ruǎn gǔ bìng,1591
软座,soft seats,ruǎn zuò,1592
赛似,Match like,sài sì,1593
煞气,leak,shà qì,1594
闪电战,Blitzkrieg,shǎn diàn zhàn,1595
扇面儿,Fan face,shàn miàn er,1596
上半月,first half of the month,shàng bàn yuè,1597
设岗,post a sentry,shè gǎng,1598
深耕细作,Deep ploughing and meticulous cultivation,shēn gēng xì zuò,1599
深壑,Deep ravine,shēn hè,1600
审订,Review and revise,shěn dìng,1601
慎言,discretion in speech,shèn yán,1602
圣诞卡,Christmas card,shèng dàn kǎ,1603
手硬,Hard hands,shǒu yìng,1604
淑静,Shu Jing,shū jìng,1605
黍子,Broomcorn millet,shǔ zǐ,1606
数理统计,mathematical statistics,shù lǐ tǒng jì,1607
双数,even numbers,shuāng shù,1608
双薪,double salary,shuāng xīn,1609
水滨,waterside,shuǐ bīn,1610
水滴石穿,dripping water wears through a stone,shuǐ dī shí chuān,1611
水泽,Shuize,shuǐ zé,1612
讼案,Suit,sòng àn,1613
送站,Delivery station,sòng zhàn,1614
素装,Plain clothes,sù zhuāng,1615
缩印本,Miniature version,suō yìn běn,1616
弹冠相庆,congratulate each other and dust off their old official &apos;s hats,tán guān xiāng qìng,1617
汤料,soup stock,tāng liào,1618
陶陶,Tao Tao,táo táo,1619
套裤,Baggies,tào kù,1620
题解,Explanation of the problem,tí jiě,1621
替手,standby,tì shǒu,1622
天竺葵,Geranium,tiān zhú kuí,1623
田猎,Hunting,tián liè,1624
填发,Fill in and issue,tián fā,1625
跳楼价,Jump price,tiào lóu jià,1626
铁笔,stencil pen,tiě bǐ,1627
听写,dictation,tīng xiě,1628
停付,Stop payment,tíng fù,1629
挺尸,Straighten out the corpse,tǐng shī,1630
通条,General rule,tōng tiáo,1631
茼蒿,chrysanthemum coronarium,tóng hāo,1632
头帕,kerchief,tóu pà,1633
头癣,Tinea capitis,tóu xuǎn,1634
投井下石,to hit sb . when he &apos;s down,tóu jǐng xià shí,1635
透汗,Diaphoresis,tòu hàn,1636
涂片,smear,tú piàn,1637
推求,Infer,tuī qiú,1638
屯粮,Grain production,tún liáng,1639
托底,be reassured,tuō dǐ,1640
拖腔,drawl,tuō qiāng,1641
脱靶,miss the target,tuō bǎ,1642
瓦灰,gray,wǎ huī,1643
婉词,Euphemism,wǎn cí,1644
万马齐喑,ten thousand horses stand mute,wàn mǎ qí yīn,1645
妄求,To seek in vain,wàng qiú,1646
违碍,Disobey,wéi ài,1647
畏避,Shy away,wèi bì,1648
问答题,Question and answer,wèn dá tí,1649
瓮中捉鳖,a sure catch,wèng zhōng zhuō biē,1650
无妄之灾,an accident,wú wàng zhī zāi,1651
五花肉,streaky pork,wǔ huā ròu,1652
西元,W.D,xī yuán,1653
习染,Habituation,xí rǎn,1654
洗冤,Redress the injustice,xǐ yuān,1655
下处,Next,xià chu,1656
险隘,Dangerous pass,xiǎn ài,1657
香袋,Sachet,xiāng dài,1658
象脚鼓,Elephant-foot Drum,xiàng jiǎo gǔ,1659
橡皮泥,plasticene,xiàng pí ní,1660
削面,planed noodles,xiāo miàn,1661
销蚀,Erosion,xiāo shí,1662
小刀会,Small-Sword Society,xiǎo dāo huì,1663
晓市,Xiaoshi,xiǎo shì,1664
晓事,Know the truth,xiǎo shì,1665
泻肚,have diarrhoea,xiè dù,1666
卸磨杀驴,get rid of sb . as soon as he has done his job,xiè mò shā lv2,1667
凶气,Ferocity,xiōng qì,1668
雄黄酒,Realgar wine,xióng huáng jiǔ,1669
雄威,Majestic,xióng wēi,1670
熊胆,Bear gall,xióng dǎn,1671
羞臊,Bashful,xiū sào,1672
锈斑,a rust stain,xiù bān,1673
絮烦,A little annoyance,xù fán,1674
喧扰,Noise,xuān rǎo,1675
玄鸟,Xuanniao,xuán niǎo,1676
穴道,Acupoints,xué dào,1677
学而不厌,Never tire of learning,xué ér bù yàn,1678
雪藏,refrigerate,xuě cáng,1679
血证,Blood syndrome,xuè zhèng,1680
熏鸡,Smoked Chicken,xūn jī,1681
鸭绒被,Duck down quilt,yā róng bèi,1682
哑场,Dumb,yǎ chǎng,1683
胭脂红,Carmine,yān zhī hóng,1684
言无二价,sell at a fair price,yán wú èr jià,1685
眼生,To see,yǎn shēng,1686
艳闻,Gorgeous news,yàn wén,1687
阳离子,cation,yáng lí zǐ,1688
仰人鼻息,slavishly dependent,yǎng rén bí xī,1689
妖法,Magic,yāo fǎ,1690
要目,Key items,yào mù,1691
要则,Essentials,yào zé,1692
夜大学,evening university,yè dà xué,1693
一贯道,Consistent way,yī guàn dào,1694
一心一德,wholeheartedly and faithfully,yī xīn yī dé,1695
遗害,disastrous aftermath,yí hài,1696
遗墨,Legacy,yí mò,1697
译电,Yidian,yì diàn,1698
易燃物,combustible,yì rán wù,1699
意气相投,have the same likes and dislikes,yì qì xiāng tóu,1700
音区,Sound area,yīn qū,1701
银环蛇,Bungarus multicinctus,yín huán shé,1702
隐疾,Hidden disease,yǐn jí,1703
萤石,fluorite,yíng shí,1704
佣钱,Commission money,yòng qian,1705
幽咽,murmuring,yōu yè,1706
油酥,Pastry,yóu sū,1707
鱼漂,float,yú piāo,1708
玉洁冰清,pure-hearted,yù jié bīng qīng,1709
原案,Original case,yuán àn,1710
圆房,Round house,yuán fáng,1711
月工,Monthly work,yuè gōng,1712
杂肥,miscellaneous fertilizers,zá féi,1713
在所不计,Not to be reckoned with,zài suǒ bù jì,1714
藻井,caisson ceiling,zǎo jǐng,1715
贼窝,thieves &apos; den,zéi wō,1716
扎啤,a jar of beer?,zhā pí,1717
占星术,astrology,zhān xīng shù,1718
展柜,Showcase,zhǎn guì,1719
折冲,Eclipsing,zhé chōng,1720
折中主义,Eclecticism,zhé zhōng zhǔ yì,1721
赭石,Ochre,zhě shí,1722
针管,Needle tube,zhēn guǎn,1723
珍闻,Rare news,zhēn wén,1724
整垮,topple,zhěng kuǎ,1725
正座,Main seat,zhèng zuò,1726
知人论世,he can size up people by his simple devices and is so alive to the changes about him that he proves to be a good commentator on the current situation,zhī rén lùn shì,1727
脂油,leaf fat,zhī yóu,1728
直接经验,Direct experience,zhí jiē jīng yàn,1729
直溜,Straight away,zhí liu,1730
直眉瞪眼,stare in anger,zhí méi dèng yǎn,1731
置辩,argue,zhì biàn,1732
中药店,TCM Pharmacy,zhōng yào diàn,1733
珠蚌,pearl oyster,zhū bàng,1734
贮量,"storage ",zhù liàng,1735
铸工,foundry work,zhù gōng,1736
转关系,transfer the registration of Party membership etc. from one unit to another,zhuǎn guān xi,1737
壮工,Strong worker,zhuàng gōng,1738
籽实,Seed,zǐ shí,1739
自流灌溉,Artesian irrigation,zì liú guàn gài,1740
字模,Typeface,zì mú,1741
组合家具,combination furniture,zǔ hé jiā jù,1742
嘴紧,Tight mouth,zuǐ jǐn,1743
坐机关,Sit in the Office,zuò jī guān,1744
柞蚕,Tussah,zuò cán,1745
座号,Seat number,zuò hào,1746
埯,A,ǎn,1747
暗锁,built-in lock,àn suǒ,1748
拔火罐,cupping,bá huǒ guàn,1749
把风,Watch the wind,bǎ fēng,1750
把牢,Hold fast,bǎ láo,1751
白报纸,newspaper,bái bào zhǐ,1752
白璧微瑕,a slight blemish,bái bì wēi xiá,1753
白厅,White hall,bái tīng,1754
百口莫辩,beyond dispute,bǎi kǒu mò biàn,1755
癍,Scrofula,bān,1756
拌料,Mixture,bàn liào,1757
胞衣,Cytosol,bāo yī,1758
暴饮暴食,Overeating,bào yǐn bào shí,1759
悲咽,Mourning,bēi yè,1760
背静,Be quiet,bèi jing,1761
本事,Ability,běn shì,1762
髌骨,patella,bìn gǔ,1763
冰砖,Ice brick,bīng zhuān,1764
兵油子,army riffraff,bīng yóu zǐ,1765
丙纶,Polypropylene fiber,bǐng lún,1766
病秧子,Diseased seedling,bìng yāng zǐ,1767
簸荡,Jolt,bǒ dàng,1768
簸箩,Winnowing basket,bǒ luo,1769
补剂,Tonic,bǔ jì,1770
不对味儿,It doesn&apos;t taste right,bù duì wèi er,1771
不见经传,not authoritative,bù jiàn jīng zhuàn,1772
财迷心窍,mad about money,cái mí xīn qiào,1773
裁断,Judgment,cái duàn,1774
彩扩,Color expansion,cǎi kuò,1775
残棋,end game,cán qí,1776
残渣余孽,dregs of the old society,cán zhā yú niè,1777
草驴,Donkeys,cǎo lv2,1778
测谎仪,Lie detector,cè huǎng yí,1779
插空,find time,chā kòng,1780
插身,Step in,chā shēn,1781
查哨,go the rounds of guard posts,chá shào,1782
长命锁,Longevity lock,cháng mìng suǒ,1783
唱白脸,White face,chàng bái liǎn,1784
炒青,Fried green,chǎo qīng,1785
车轱辘话,Talk about wheels,chē gū lu huà,1786
沉鱼落雁,drop-dead gorgeous,chén yú luò yàn,1787
衬映,Set off,chèn yìng,1788
称便,Convenient,chēng biàn,1789
称述,relate,chēng shù,1790
诚笃,Sincere,chéng dǔ,1791
诚招,Sincerely invite,chéng zhāo,1792
吃不透,be unable to fathom,chī bù tòu,1793
重起炉灶,begin all over again,chóng qǐ lú zào,1794
丑星,ugly actor,chǒu xīng,1795
初诊,First visit,chū zhěn,1796
传名,Pass on one&apos;s name,chuán míng,1797
疮痍满目,covered all over with wounds and scars,chuāng yí mǎn mù,1798
创牌子,launch a product with large-scale promotion,chuàng pái zi,1799
春汛,Spring flood,chūn xùn,1800
蠢材,Fool,chǔn cái,1801
催命鬼,prodder,cuī mìng guǐ,1802
村容,Village appearance,cūn róng,1803
存照,License,cún zhào,1804
打冷战,fight a cold war,dǎ lěng zhan,1805
歹念,evil thoughts,dǎi niàn,1806
丹毒,Erysipelas,dān dú,1807
弹子房,Billiard room,dàn zi fáng,1808
党票,Party vote,dǎng piào,1809
刀削面,Diaoxiao Noodles,dāo xiāo miàn,1810
导因,Cause,dǎo yīn,1811
盗劫,Robbery,dào jié,1812
等份,equal division,děng fèn,1813
敌境,enemy &apos;s territory,dí jìng,1814
涤除,Wash out,dí chú,1815
底册,Bottom book,dǐ cè,1816
底端,bottom,dǐ duān,1817
底火,Primer,dǐ huǒ,1818
电力网,power network,diàn lì wǎng,1819
电磨,Electric grinder,diàn mó,1820
殿军,rearguard,diàn jūn,1821
丢饭碗,Lose one&apos;s job,diū fàn wǎn,1822
丢眼色,Lose one&apos;s eye,diū yǎn sè,1823
冬藏,stored for winter,dōng cáng,1824
冬菇,dried mushrooms,dōng gū,1825
斗心眼儿,match wits,dòu xīn yǎn er,1826
豆粉,Bean powder,dòu fěn,1827
短装,Short dress,duǎn zhuāng,1828
对举,Antithesis,duì jǔ,1829
多元论,Pluralism,duō yuán lùn,1830
耳屎,Earwax,ěr shǐ,1831
二鬼子,Two devils,èr guǐ zǐ,1832
烦请,please,fán qǐng,1833
繁冗,Burdensome,fán rǒng,1834
犯急,Be in a hurry,fàn jí,1835
泛泛而谈,speak generally,fàn fàn ér tán,1836
访寻,Visit and search,fǎng xún,1837
放像机,Video player,fàng xiàng jī,1838
肥土,fertile soil,féi tǔ,1839
废铜烂铁,Scrap metal,fèi tóng làn tiě,1840
分句,Clause,fēn jù,1841
风镜,Wind mirror,fēng jìng,1842
封火,bank a fire,fēng huǒ,1843
敷陈,Perfunctory,fū chén,1844
扶手椅,Armchair,fú shǒu yǐ,1845
浮动工资,Floating wage,fú dòng gōng zī,1846
浮名,A false name,fú míng,1847
改嘴,Change your tongue,gǎi zuǐ,1848
概观,Overview,gài guān,1849
干馏,Dry distillation,gān liú,1850
赶得及,In time,gǎn de jí,1851
钢锭,Ingot,gāng dìng,1852
岗警,Sentry police,gǎng jǐng,1853
高限,Upper limit,gāo xiàn,1854
告贷,ask for a loan,gào dài,1855
疙里疙瘩,fault-finding,gē lǐ gē dā,1856
根瘤菌,Rhizobia,gēn liú jūn,1857
肱骨,humerus,gōng gǔ,1858
宫外孕,ectopic pregnancy,gōng wài yùn,1859
咕叽,Murmur,gū jī,1860
呱嗒,Quacking,guā dā,1861
寡合,Oligozygous,guǎ hé,1862
挂怀,have sth.weighing on one&apos;s mind,guà huái,1863
挂靴,Hang up your boots,guà xuē,1864
棺材瓤子,Coffin pulp,guān cái ráng zǐ,1865
棺柩,coffin containing a corpse,guān jiù,1866
惯偷,habitual thief,guàn tōu,1867
光艳,Guangyan,guāng yàn,1868
瑰奇,Fantastic,guī qí,1869
柜员机,Teller machine,guì yuán jī,1870
果子露,Fruit juice,guǒ zi lù,1871
过慢,Too slow,guò màn,1872
撼天动地,shake the universe,hàn tiān dòng dì,1873
合该,It&apos;s right,hé gāi,1874
黑貂,Sable,hēi diāo,1875
后空翻,Back somersault,hòu kōng fān,1876
花椰菜,cauliflower,huā yē cài,1877
缓冲器,Buffer,huǎn chōng qì,1878
涣然冰释,melt away,huàn rán bīng shì,1879
黄皮书,Yellow book,huáng pí shū,1880
悔婚,Repentance of marriage,huǐ hūn,1881
会账,Meeting accounts,huì zhàng,1882
混充,Mixed charging,hùn chōng,1883
