phrase,en,pronunciation,id
支边,Supporting the border,zhī biān,2102
住持,Abbot,zhù chí,2103
锥子,Awl,zhuī zǐ,2104
姿容,looks,zī róng,2105
尊师重教,Respecting teachers and valuing education,zūn shī zhòng jiāo,2106
半百,Half a hundred,bàn bǎi,2107
饱经沧桑,have seen much of the changes in human life,bǎo jīng cāng sāng,2108
碧玉,Jasper,bì yù,2109
避孕套,Condom,bì yùn tào,2110
兵役法,Military service law,bīng yì fǎ,2111
不确,Not sure,bù què,2112
财宝,treasure,cái bǎo,2113
彩车,Float,cǎi chē,2114
册子,book,cè zǐ,2115
茶道,Tea ceremony,chá dào,2116
查考,Look up,chá kǎo,2117
沉落,Sinking,chén luò,2118
称誉,praise,chēng yù,2119
惩前毖后,learn from past mistakes to avoid future ones,chéng qián bì hòu,2120
重阳节,Double Ninth Festival,chóng yáng jié,2121
触景生情,be moved by what one sees,chù jǐng shēng qíng,2122
传家,Heirs,chuán jiā,2123
大饱眼福,Feast your eyes,dà bǎo yǎn fú,2124
大师傅,Master,dà shī fu,2125
当世,Contemporary,dāng shì,2126
碘盐,Iodized salt,diǎn yán,2127
叮咬,bite,dīng yǎo,2128
斗艳,compete in elegance,dǒu yàn,2129
肚脐,Navel,dù qí,2130
法权,right,fǎ quán,2131
发菜,Nostoc flagelliforme,fā cài,2132
房梁,roof beam,fáng liáng,2133
飞报,report quickly,fēi bào,2134
肺活量,vital capacity,fèi huó liàng,2135
沸水,boiling water,fèi shuǐ,2136
蜂起,Beehive,fēng qǐ,2137
复活节,Easter,fù huó jié,2138
干儿子,godson,gān ér zi,2139
赶时髦,Keep up with the fashion,gǎn shí máo,2140
岗楼,Watchtower,gǎng lóu,2141
勾通,Collusion,gōu tōng,2142
归心,Return to one&apos;s heart,guī xīn,2143
过街老鼠,"when a rat runs across the street everybody cries , "" kill it ! "" -- a person hated by everyone",guò jiē lǎo shǔ,2144
哈密瓜,Hami melon,hā mì guā,2145
合群,Gregarious,hé qún,2146
核废料,nuclear waste,hé fèi liào,2147
互通有无,mutual exchange of needed products,hù tōng yǒu wú,2148
缓建,Postponement of construction,huǎn jiàn,2149
荒僻,Secluded,huāng pì,2150
回师,Return to normal,huí shī,2151
价值连城,very valuable,jià zhí lián chéng,2152
脚心,Instep,jiǎo xīn,2153
搅扰,Disturbing,jiǎo rǎo,2154
结伙,Gang up,jié huǒ,2155
结扎,ligation,jié zā,2156
精当,Jingdang,jīng dàng,2157
精装,Hardcover,jīng zhuāng,2158
精壮,Jingzhuang,jīng zhuàng,2159
考卷,Examination paper,kǎo juàn,2160
可气,Exasperating,kě qì,2161
裤腰带,waist belt,kù yāo dài,2162
拉手,handle,lā shou,2163
老茧,Calluses,lǎo jiǎn,2164
离境,Departure,lí jìng,2165
两利,Two benefits,liǎng lì,2166
僚属,Aides and subordinates,liáo shǔ,2167
凌迟,put to death by dismembering the body,líng chí,2168
碌碌,Busy,lù lù,2169
旅费,travel expense,lv3 fèi,2170
轮班,shift,lún bān,2171
民愤,Public indignation,mín fèn,2172
鸣不平,Complain about injustice,míng bù píng,2173
魔爪,Talons,mó zhǎo,2174
耐旱,Drought tolerance,nài hàn,2175
鸟雀,birds,niǎo què,2176
女校,girls&apos; school,nv3 xiào,2177
叛党,Treason,pàn dǎng,2178
刨根问底,get to the bottom of,páo gēn wèn dǐ,2179
佩刀,Sabre,pèi dāo,2180
皮夹,wallet,pí jiā,2181
评传,critical biography,píng zhuàn,2182
牵强,farfetched,qiān qiǎng,2183
巧夺天工,art beats nature,qiǎo duó tiān gōng,2184
青楼,whorehouse,qīng lóu,2185
缺欠,Deficiency,quē qiàn,2186
入画,picturesque,rù huà,2187
傻气,Foolishness,shǎ qì,2188
上宾,Guest of honor,shàng bīn,2189
上回,last,shàng huí,2190
上议院,The house of Lords,shàng yì yuàn,2191
慎之又慎,Be cautious,shèn zhī yòu shèn,2192
失约,Break an appointment,shī yuē,2193
势均力敌,be well-matched in strength,shì jūn lì dí,2194
首映,premiere,shǒu yìng,2195
随想,Capriccio,suí xiǎng,2196
随员,Attendant,suí yuán,2197
弹钢琴,play the piano,dàn gāng qín,2198
探悉,Find out,tàn xī,2199
条条框框,restrictions and fetters,tiáo tiáo kuàng kuàng,2200
挑大梁,Pick up the main beam,tiǎo dà liáng,2201
同流合污,associate oneself with undesirable elements,tóng liú hé wū,2202
痛处,Pain,tòng chù,2203
外带,it &apos;s to go,wài dài,2204
妄加,Make a mistake,wàng jiā,2205
无稽之谈,groundless statement,wú jī zhī tán,2206
弦外之音,overtones,xián wài zhī yīn,2207
小姨子,sister-in-law,xiǎo yí zǐ,2208
新低,new low point,xīn dī,2209
虚脱,Collapse,xū tuō,2210
许配,be betrothed to,xǔ pèi,2211
殉葬,be buried alive with the dead,xùn zàng,2212
烟丝,Cut tobacco,yān sī,2213
阉人,eunuch,yān rén,2214
杨桃,Carambola,yáng táo,2215
药铺,Drugstore,yào pù,2216
夜生活,night life,yè shēng huó,2217
一多半,the greater part,yī duō bàn,2218
一言堂,what i say goes,yī yán táng,2219
游民,Vagrant,yóu mín,2220
沾边,Touch,zhān biān,2221
沾光,Shine,zhān guāng,2222
真相大白,the case is entirely cleared,zhēn xiàng dà bái,2223
正大,Zhengda,zhèng dà,2224
转椅,Swivel chair,zhuàn yǐ,2225
自残,Self mutilation,zì cán,2226
走失,be lost,zǒu shī,2227
暗礁,reef,àn jiāo,2228
霸市,Dominating the market,bà shì,2229
百家姓,A Hundred Surnames,bǎi jiā xìng,2230
保险箱,Safe Deposit Box,bǎo xiǎn xiāng,2231
悲泣,Weeping,bēi qì,2232
碧空,blue sky,bì kōng,2233
煸,Stir fry,biān,2234
不和,Discord,bù hé,2235
布控,Control,bù kòng,2236
餐室,Dining room,cān shì,2237
仓房,a barn,cāng fáng,2238
草创,Initial creation,cǎo chuàng,2239
测距,ranging,cè jù,2240
场面上,On the scene,chǎng miàn shang,2241
成性,Stereotype,chéng xìng,2242
重译,Retranslation,chóng yì,2243
出价,offer,chū jià,2244
传情,Intercede,chuán qíng,2245
疮疤,Scab,chuāng bā,2246
窗口行业,service industry,chuāng kǒu háng yè,2247
唇舌,Lip and tongue,chún shé,2248
大枣,Jujube,dà zǎo,2249
登攀,climb,dēng pān,2250
底价,floor price,dǐ jià,2251
地宫,underground palace,dì gōng,2252
电磁场,electromagnetic field,diàn cí chǎng,2253
电石,calcium carbide,diàn shí,2254
顶子,Dingzi,dǐng zǐ,2255
懂行,Know what to do,dǒng háng,2256
抖颤,Shivering,dǒu chàn,2257
独领风骚,Take the lead,dú lǐng fēng sāo,2258
多党制,multi-party system,duō dǎng zhì,2259
丰美,Fengmei,fēng měi,2260
风雷,Wind and thunder,fēng léi,2261
改弦更张,to change policy,gǎi xián gēng zhāng,2262
干巴,Dry,gān ba,2263
各有所长,each one has his good points,gè yǒu suǒ cháng,2264
耿直,Honest,gěng zhí,2265
挂心,be concerned about,guà xīn,2266
怪话,Strange words,guài huà,2267
鲑鱼,salmon,guī yú,2268
滚轮,Roller,gǔn lún,2269
好强,How strong,hào qiáng,2270
和暖,pleasantly warm,hé nuǎn,2271
喝问,shout a question to,hè wèn,2272
黑瘦,Black and thin,hēi shòu,2273
胡椒,pepper,hú jiāo,2274
化为灰烬,To ashes,huà wéi huī jìn,2275
婚恋,marriage and love,hūn liàn,2276
寄寓,To live in,jì yù,2277
假面具,Mask,jiǎ miàn jù,2278
减法,subtraction,jiǎn fǎ,2279
见面礼,Meeting ceremony,jiàn miàn lǐ,2280
介绍人,introducer,jiè shào rén,2281
举国,The whole nation,jǔ guó,2282
抗药性,Drug resistance,kàng yào xìng,2283
裤兜,Trouser pocket,kù dōu,2284
宽宏大量,be kind and generous,kuān hóng dà liàng,2285
拉客,Soliciting,lā kè,2286
礼尚往来,courtesy requires a return of visits received,lǐ shàng wǎng lái,2287
历练,Experience,lì liàn,2288
立传,Biography,lì chuán,2289
料峭,chilly,liào qiào,2290
临产,Parturition,lín chǎn,2291
零增长,Zero growth,líng zēng zhǎng,2292
骂街,Swearing,mà jiē,2293
毛细管,capillary,máo xì guǎn,2294
媒婆,woman matchmaker,méi pó,2295
免试,Exemption,miǎn shì,2296
奶瓶,feeding bottle,nǎi píng,2297
脑门子,Brain gate,nǎo mén zǐ,2298
内力,internal force,nèi lì,2299
内助,Internal help,nèi zhù,2300
逆风,Headwind,nì fēng,2301
凝滞,Stagnation,níng zhì,2302
浓香,Strong fragrance,nóng xiāng,2303
炮手,gunner,pào shǒu,2304
疲于奔命,be kept constantly on the run,pí yú bēn mìng,2305
剽悍,He is a fierce plagiarist,piāo hàn,2306
平视,Head up,píng shì,2307
扑腾,Flutter,pū téng,2308
凄婉,plaintive,qī wǎn,2309
气咻咻,"Whew, whew",qì xiū xiū,2310
巧手,Skillful hand,qiǎo shǒu,2311
青瓷,Celadon,qīng cí,2312
蛆虫,Maggots,qū chóng,2313
全民公决,referendum,quán mín gōng jué,2314
全责,the whole responsibility,quán zé,2315
鹊起,gain fame,què qǐ,2316
三角债,Triangle debt,sān jiǎo zhài,2317
擅权,arrogate all authority to oneself,shàn quán,2318
上口,Catchy,shàng kǒu,2319
神枪手,Sharpshooter,shén qiāng shǒu,2320
手相,Palms,shǒu xiāng,2321
水发,Shuifa,shuǐ fā,2322
水葫芦,Water hyacinth,shuǐ hú lu,2323
水族馆,aquarium,shuǐ zú guǎn,2324
说书,Storytelling,shuō shū,2325
算卦,Divination,suàn guà,2326
田径运动,Track and field,tián jìng yùn dòng,2327
同病相怜,similarly afflicted people pity each other,tóng bìng xiāng lián,2328
同盟军,Allied forces,tóng méng jūn,2329
投书,deliver a letter,tóu shū,2330
枉死,To die in vain,wǎng sǐ,2331
望尘莫及,so far behind that one can only see the dust of the rider ahead,wàng chén mò jí,2332
围追堵截,Chase and intercept,wéi zhuī dǔ jié,2333
伪证,perjury,wěi zhèng,2334
无名指,ring finger,wú míng zhǐ,2335
犀牛,rhinoceros,xī niú,2336
狭路相逢,meet on on a narrow path,xiá lù xiāng féng,2337
下星期,next week,xià xīng qī,2338
线装书,Thread bound book,xiàn zhuāng shū,2339
相形见绌,be inferior by comparison,xiāng xíng jiàn chù,2340
宵禁,curfew,xiāo jìn,2341
小儿科,Pediatrics,xiǎo ér kē,2342
心服,Be convinced,xīn fú,2343
星球大战,Star Wars,xīng qiú dà zhàn,2344
续编,Sequel,xù biān,2345
炫目,Dazzling,xuàn mù,2346
腌菜,Pickles,yān cài,2347
言过其实,exaggerate,yán guò qí shí,2348
邀集,Invitation,yāo jí,2349
药丸,pill,yào wán,2350
医书,Medical books,yī shū,2351
英豪,heroes,yīng háo,2352
英联邦,The Commonwealth,yīng lián bāng,2353
迎亲,Welcome,yíng qīn,2354
硬座,Hard seat,yìng zuò,2355
泳装,Swimwear,yǒng zhuāng,2356
渔夫,fisherman,yú fū,2357
玉雕,Jade carving,yù diāo,2358
涨水,Flooding,zhǎng shuǐ,2359
遮阳,sunshade,zhē yáng,2360
织锦,brocade,zhī jǐn,2361
织女,woman weaver,zhī nv3,2362
至理,Most reasonable,zhì lǐ,2363
种属,Species and genus,zhǒng shǔ,2364
朱漆,Vermilion lacquer,zhū qī,2365
醉眼,Drunk eyes,zuì yǎn,2366
桉树,eucalyptus,ān shù,2367
按键,Key,àn jiàn,2368
败兴,disappointed,bài xìng,2369
爆发力,Explosive power,bào fā lì,2370
本位主义,Departmentalism,běn wèi zhǔ yì,2371
边地,Frontier,biān dì,2372
边防站,Frontier station,biān fáng zhàn,2373
禀告,Report,bǐng gào,2374
不成话,No words,bù chéng huà,2375
不得要领,miss the point,bù dé yào lǐng,2376
彩陶,Painted pottery,cǎi táo,2377
噌,Miso,chēng,2378
茶桌,tea table,chá zhuō,2379
超凡脱俗,Extraordinary and refined,chāo fán tuō sú,2380
瞅准,Look for it,chǒu zhǔn,2381
垂落,Falling down,chuí luò,2382
唇枪舌剑,cross verbal swords,chún qiāng shé jiàn,2383
搭腔,Take up a cavity,dā qiāng,2384
打紧,Don&apos;t worry,dǎ jǐn,2385
大后方,Rear area,dà hòu fāng,2386
胆小鬼,Coward,dǎn xiǎo guǐ,2387
独生女,Only child,dú shēng nv3,2388
对攻,Attack each other,duì gōng,2389
对局,Match up,duì jú,2390
放浪,Let loose,fàng làng,2391
放赈,distribute relief to people in stricken areas,fàng zhèn,2392
飞黄腾达,be successful in one &apos;s official career,fēi huáng téng dá,2393
肥硕,Feishuo,féi shuò,2394
丰饶,Abundance,fēng ráo,2395
浮尘,Floating dust,fú chén,2396
官宦,official,guān huàn,2397
行市,Market,háng shi,2398
好一阵,quite a while,hǎo yī zhèn,2399
黑钱,Black money,hēi qián,2400
横批,Banners,héng pī,2401
话柄,Handle,huà bǐng,2402
换班,Shift change,huàn bān,2403
黄蜂,wasp,huáng fēng,2404
挥汗,perspire,huī hàn,2405
佳品,The best,jiā pǐn,2406
假托,Pretext,jiǎ tuō,2407
肩章,Epaulet,jiān zhāng,2408
见缝插针,to make use of every bit of time,jiàn fèng chā zhēn,2409
脚后跟,Heel,jiǎo hòu gen,2410
借题发挥,seize on some pretext or other to distort,jiè tí fā huī,2411
经脉,Meridians,jīng mài,2412
惊悸,Palpitation,jīng jì,2413
酒兴,Drinking,jiǔ xìng,2414
旧友,old friend,jiù yǒu,2415
就地取材,obtain raw material locally,jiù dì qǔ cái,2416
空阔,Spacious,kōng kuò,2417
旷工,Absenteeism,kuàng gōng,2418
缆绳,Cable,lǎn shéng,2419
冷寂,Cold and silent,lěng jì,2420
立体感,Three dimensional sense,lì tǐ gǎn,2421
流脑,Epidemic cerebrospinal meningitis,liú nǎo,2422
流散,Diaspora,liú sàn,2423
龙袍,imperial robe,lóng páo,2424
轮奸,Gang rape,lún jiān,2425
门市,Store,mén shì,2426
蒙混过关,slip by,méng hùn guò guān,2427
奶头,Nipple,nǎi tóu,2428
男式,Men,nán shì,2429
恼恨,Exasperation,nǎo hèn,2430
逆来顺受,resign oneself to adversity,nì lái shùn shòu,2431
镊子,Tweezers,niè zǐ,2432
泡汤,Bubble soup,pào tāng,2433
配药,Dispensing,pèi yào,2434
皮匠,cobbler,pí jiàng,2435
铺展,Spread out,pū zhǎn,2436
其貌不扬,ugly in one &apos;s appearance,qí mào bù yáng,2437
青丝,Green silk,qīng sī,2438
情敌,rival in love,qíng dí,2439
求胜,To win,qiú shèng,2440
饶命,Spare your life,ráo mìng,2441
如泣如诉,as if weeping and complaining,rú qì rú sù,2442
上机,operate a computer,shàng jī,2443
上联,Shanglian,shàng lián,2444
生趣,Interesting,shēng qù,2445
诗刊,Poetry magazine,shī kān,2446
石油气,petroleum gas,shí yóu qì,2447
收租,Rent collection,shōu zū,2448
手袋,handbag,shǒu dài,2449
受困,Trapped,shòu kùn,2450
受孕,Conception,shòu yùn,2451
司仪,Master of ceremonies,sī yí,2452
丝瓜,Towel gourd,sī guā,2453
死灰,dead ashes,sǐ huī,2454
松口,Let go,sōng kǒu,2455
同路人,Fellow traveler,tóng lù rén,2456
偷拍,take photoes in secret,tōu pāi,2457
涂鸦,Graffiti,tú yā,2458
颓败,Decadence,tuí bài,2459
歪门邪道,crooked ways,wāi mén xié dào,2460
外派,Expatriate,wài pài,2461
委以,entrust with,wěi yǐ,2462
瘟神,Pestilence,wēn shén,2463
无底洞,Bottomless cave,wú dǐ dòng,2464
无可争辩,beyond all dispute,wú kě zhēng biàn,2465
下马威,severity shown by an official on assuming office,xià mǎ wēi,2466
小白菜,a variety of Chinese cabbage,xiǎo bái cài,2467
小号,trumpet,xiǎo hào,2468
叙谈,Talk about,xù tán,2469
训示,Instructions,xùn shì,2470
要旨,Gist,yào zhǐ,2471
一日千里,a thousand li a day,yī rì qiān lǐ,2472
音律,temperament,yīn lv4,2473
应考,Examination,yìng kǎo,2474
油彩,paint,yóu cǎi,2475
油箱,tank,yóu xiāng,2476
诱杀,Entrapment,yòu shā,2477
羽坛,badminton circles,yǔ tán,2478
载运,carry,zài yùn,2479
藏胞,the tibetans,cáng bāo,2480
炸裂,burst,zhà liè,2481
债台高筑,deep in debt,zhài tái gāo zhù,2482
战无不胜,invincible,zhàn wú bù shèng,2483
鹧鸪,Partridge,zhè gū,2484
纸板,cardboard,zhǐ bǎn,2485
指正,comment,zhǐ zhèng,2486
状子,Number one,zhuàng zǐ,2487
尊容,Respect,zūn róng,2488
暗红,Dark red,àn hóng,2489
白虎,white tiger,bái hǔ,2490
保险单,Insurance policy,bǎo xiǎn dān,2491
保育,Conservation,bǎo yù,2492
笔筒,pen container,bǐ tǒng,2493
边防线,Border line,biān fáng xiàn,2494
边塞,Frontier fortress,biān sài,2495
标号,grade,biāo hào,2496
博导,Doctoral tutor,bó dǎo,2497
猜度,Guess,cāi duó,2498
菜市,Vegetable market,cài shì,2499
餐巾纸,napkin,cān jīn zhǐ,2500
惨笑,Laugh miserably,cǎn xiào,2501
成林,Cheng Lin,chéng lín,2502
承蒙,Thank you,chéng méng,2503
赤胆忠心,utter devotion,chì dǎn zhōng xīn,2504
敕书,imperial edict,chì shū,2505
重行,Rerouting,chóng xíng,2506
出头露面,appear in public,chū tóu lòu miàn,2507
初时,at the beginning,chū shí,2508
椽子,rafter,chuán zǐ,2509
创口,Wound,chuāng kǒu,2510
翠鸟,Kingfisher,cuì niǎo,2511
大盖帽,Big cap,dà gài mào,2512
大书特书,write a great deal about,dà shū tè shū,2513
低等,low grade,dī děng,2514
低回,Low back,dī huí,2515
滴水不漏,tell a story without missing a single circumstance,dī shuǐ bù lòu,2516
调门儿,Tune,diào mén er,2517
叮咚,Ding Dong,dīng dōng,2518
钉螺,Oncomelania hupensis,dīng luó,2519
对偶,dual,duì ǒu,2520
砘,I don&apos;t know,dùn,2521
法办,Law enforcement,fǎ bàn,2522
繁花似锦,flowers blooming like a piece of brocade,fán huā sì jǐn,2523
方丈,Buddhist abbot,fāng zhang,2524
飞蛾,moth,fēi é,2525
风光旖旎,an exquisite scenery,fēng guāng yǐ nǐ,2526
感受器,receptor,gǎn shòu qì,2527
搞对象,go steady,gǎo duì xiàng,2528
阁员,member of the cabinet,gé yuán,2529
梗阻,obstruction,gěng zǔ,2530
寡头,oligarch,guǎ tóu,2531
官僚资本,Bureaucratic capital,guān liáo zī běn,2532
鬼胎,Ghost fetus,guǐ tāi,2533
海螺,Conch,hǎi luó,2534
户头,account,hù tóu,2535
花心,Flower heart,huā xīn,2536
画幅,Picture frame,huà fú,2537
画龙点睛,bring the painted dragon to life by putting in the pupils of its eyes,huà lóng diǎn jīng,2538
回迁,Relocation,huí qiān,2539
汇价,Exchange rate,huì jià,2540
火攻,fire attack,huǒ gōng,2541
祸乱,Disaster and disorder,huò luàn,2542
记挂,Keep in mind,jì guà,2543
季风气候,monsoon climate,jì fēng qì hòu,2544
驾到,your esteemed presence,jià dào,2545
娇惯,Pamper,jiāo guàn,2546
娇生惯养,be spoiled,jiāo shēng guàn yǎng,2547
街谈巷议,street gossip,jiē tán xiàng yì,2548
今昔,present and past,jīn xī,2549
开价,to offer,kāi jià,2550
开市,Market opening,kāi shì,2551
狂轰滥炸,bomb savagely,kuáng hōng làn zhà,2552
扩军,armaments expansion,kuò jūn,2553
赖账,Repudiation,lài zhàng,2554
懒觉,Lazy sleep,lǎn jiào,2555
郎君,the husband,láng jūn,2556
累及,Involvement,lěi jí,2557
历书,almanac,lì shū,2558
涟涟,weeping,lián lián,2559
六亲不认,not to recognize one &apos;s own closest relatives,liù qīn bù rèn,2560
路政,Road Administration,lù zhèng,2561
马甲,Vest,mǎ jiǎ,2562
满载而归,return fully loaded,mǎn zài ér guī,2563
冒进,Rash advance,mào jìn,2564
霉变,Mildew,méi biàn,2565
纳谏,take advices,nà jiàn,2566
恼人,annoying,nǎo rén,2567
凝集,agglutination,níng jí,2568
女巫,witch,nv3 wū,2569
哦,oh,ó,2570
叛国,treason,pàn guó,2571
弃婴,abandoned infant,qì yīng,2572
千呼万唤,time and again,qiān hū wàn huàn,2573
戕害,harm,qiāng hài,2574
勤学苦练,study and train hard,qín xué kǔ liàn,2575
倾盆大雨,downpour,qīng pén dà yǔ,2576
山鸡,pheasant,shān jī,2577
山响,Mountain sound,shān xiǎng,2578
赏光,Thank you,shǎng guāng,2579
生产过剩,overproduction,shēng chǎn guò shèng,2580
式微,Decline,shì wēi,2581
瘦肉型,lean meat species,shòu ròu xíng,2582
水淋淋,Drench with water,shuǐ līn līn,2583
隧洞,tunnel,suì dòng,2584
摊牌,Showdown,tān pái,2585
探查,exploration,tàn chá,2586
探针,probe,tàn zhēn,2587
同业公会,Trade Association,tóng yè gōng huì,2588
屠夫,butcher,tú fū,2589
万事如意,Everything goes well,wàn shì rú yì,2590
伪君子,hypocrite,wěi jūn zǐ,2591
下周,next week,xià zhōu,2592
相亲相爱,be deeply attached to each other,xiāng qīn xiāng ài,2593
逍遥自在,be leisurely and carefree,xiāo yáo zì zài,2594
虚线,Dotted line,xū xiàn,2595
雪花膏,Snow cream,xuě huā gāo,2596
雪夜,snowy night,xuě yè,2597
音乐电视,music TV,yīn yuè diàn shì,2598
永葆青春,Forever young,yǒng bǎo qīng chūn,2599
泳池,Swimming pool,yǒng chí,2600
有损于,To the detriment of,yǒu sǔn yú,2601
育儿,Parenting,yù ér,2602
寓居,Residence,yù jū,2603
增辉,Zenghui,zēng huī,2604
整队,Team up,zhěng duì,2605
周正,Zhou Zheng,zhōu zhèng,2606
肘子,Elbow,zhǒu zǐ,2607
主政,In charge,zhǔ zhèng,2608
阻击战,A war of resistance,zǔ jī zhàn,2609
拌和,Mixing,bàn huò,2610
报摊,newsstand,bào tān,2611
奔走呼号,go hither and thither to call for,bēn zǒu hū háo,2612
本年,This year,běn nián,2613
表决权,right to vote,biǎo jué quán,2614
傧相,Best man,bīn xiàng,2615
冰点,freezing point,bīng diǎn,2616
驳壳枪,Mauser pistol,bó ké qiāng,2617
不毛,Glabrous,bù máo,2618
惨无人道,be brutal and inhuman,cǎn wú rén dào,2619
草莽,Careless,cǎo mǎng,2620
茶饭,Tea and rice,chá fàn,2621
长话,long-distance call,cháng huà,2622
城址,City Site,chéng zhǐ,2623
触手,Tentacle,chù shǒu,2624
传票,summons,chuán piào,2625
创,create,chuāng,2626
创编,compose or write,chuàng biān,2627
炊具,cooker,chuī jù,2628
纯金,Pure gold,chún jīn,2629
矬,Short,cuó,2630
大半夜,late night,dà bàn yè,2631
点破,Point out,diǎn pò,2632
电告,Telex,diàn gào,2633
碓,Pestle,duì,2634
饭堂,Dining hall,fàn táng,2635
范文,Model essay,fàn wén,2636
焚化,Incineration,fén huà,2637
抚爱,Caress,fǔ ài,2638
干着急,In a hurry,gān zháo jí,2639
高抬贵手,"sir , lift your hand high that i may pass under it as under your mercy",gāo tái guì shǒu,2640
拱形,arch,gǒng xíng,2641
供词,Confession,gòng cí,2642
沟谷,gully,gōu gǔ,2643
骨瘦如柴,as thin,gǔ shòu rú chái,2644
故城,Old city,gù chéng,2645
拐弯抹角,equivocate,guǎi wān mò jiǎo,2646
惯养,indulge a child,guàn yǎng,2647
鬼火,Ghost fire,guǐ huǒ,2648
国贸,China World Trade Center,guó mào,2649
海星,Starfish,hǎi xīng,2650
旱季,dry season,hàn jì,2651
合股,Joint stock,hé gǔ,2652
合欢,Albizzia julibrissin,hé huān,2653
核动力,nuclear power,hé dòng lì,2654
虎将,Tiger general,hǔ jiàng,2655
回顾展,Retrospective exhibition,huí gù zhǎn,2656
火头,Firehead,huǒ tóu,2657
急不可待,can scarcely wait,jí bù kě dài,2658
驾崩,Driving death,jià bēng,2659
教区,parish,jiào qū,2660
界河,boundary river,jiè hé,2661
拘押,Detention,jū yā,2662
巨无霸,Big Mac,jù wú bà,2663
决一死战,wage a life-and-death struggle,jué yī sǐ zhàn,2664
开小差,Desertion,kāi xiǎo chāi,2665
犒劳,Reward,kào láo,2666
苦寒,Bitter cold,kǔ hán,2667
款额,amount of money,kuǎn é,2668
狂放,Wild,kuáng fàng,2669
馏,Distillation,liú,2670
颅骨,skull,lú gǔ,2671
录像片,Video,lù xiàng piàn,2672
麻布,Linen,má bù,2673
梅子,Plum,méi zǐ,2674
美滋滋,Beautiful and Zizi,měi zī zī,2675
迷津,Maze,mí jīn,2676
棉铃虫,bollworm,mián líng chóng,2677
抹脖子,Wipe the neck,mǒ bó zi,2678
南来北往,be always on the move,nán lái běi wǎng,2679
南征北战,fight north and south,nán zhēng běi zhàn,2680
农艺,Agronomy,nóng yì,2681
暖烘烘,Warm and dry,nuǎn hōng hōng,2682
喷雾器,Sprayer,pēn wù qì,2683
批号,Batch number,pī hào,2684
漂白粉,bleaching powder,piǎo bái fěn,2685
破题,Solve the problem,pò tí,2686
气数,Qi number,qì shu,2687
潜台词,Subtext,qián tái cí,2688
枪托,Butt of gun,qiāng tuō,2689
情网,love net,qíng wǎng,2690
人工授精,artificial insemination,rén gōng shòu jīng,2691
日程表,calendar,rì chéng biǎo,2692
山阴,Shanyin,shān yīn,2693
讪笑,ridicule,shàn xiào,2694
深呼吸,deep breathing,shēn hū xī,2695
生疼,very painful,shēng téng,2696
省报,Provincial newspaper,shěng bào,2697
失笑,Laughing,shī xiào,2698
诗选,Selected Poems,shī xuǎn,2699
石破天惊,the breaking of rock frightens the heaven,shí pò tiān jīng,2700
率直,Frankness,shuài zhí,2701
双轮,Two wheels,shuāng lún,2702
死记硬背,Memorize by rote,sǐ jì yìng bèi,2703
四周围,all around,sì zhōu wéi,2704
酥油,Butter,sū yóu,2705
探子,Scout,tàn zǐ,2706
特殊化,Specialization,tè shū huà,2707
铁石心肠,heart of stone,tiě shí xīn cháng,2708
停发,Stop sending,tíng fā,2709
土山,Earth mountain,tǔ shān,2710
推演,Deduction,tuī yǎn,2711
问寒问暖,inquire after sb.&apos;s life,wèn hán wèn nuǎn,2712
问责,Accountability,wèn zé,2713
呜呼哀哉,alas,wū hū āi zāi,2714
午膳,lunch,wǔ shàn,2715
兀立,Stand upright,wù lì,2716
西半球,western hemisphere,xī bàn qiú,2717
侠客,Knight errant,xiá kè,2718
下陷,Subsidence,xià xiàn,2719
孝道,Filial piety,xiào dào,2720
欣悦,Xinyue,xīn yuè,2721
续签,Renewal,xù qiān,2722
选矿,beneficiation,xuǎn kuàng,2723
选优,Select the best,xuǎn yōu,2724
学潮,Learning tide,xué cháo,2725
雪橇,sled,xuě qiāo,2726
训诫,Admonishment,xùn jiè,2727
言情,Love,yán qíng,2728
炎帝,Emperor Yan,yán dì,2729
眼馋,be envious,yǎn chán,2730
眼熟,familiar,yǎn shú,2731
一场空,Nothing,yī cháng kōng,2732
衣冠楚楚,in smart clothes,yī guān chǔ chǔ,2733
淫威,Obscene power,yín wēi,2734
优柔寡断,irresolute and hesitant,yōu róu guǎ duàn,2735
在业,In business,zài yè,2736
站队,Stand in line,zhàn duì,2737
罩子,Cover,zhào zǐ,2738
阵风,gust,zhèn fēng,2739
自视,Self regard,zì shì,2740
走散,be lost,zǒu sàn,2741
哀婉,sad and moving,āi wǎn,2742
百忙,Busy schedule,bǎi máng,2743
报晓,Announce the dawn,bào xiǎo,2744
暴风骤雨,mighty storm,bào fēng zhòu yǔ,2745
草滩,vast expanse of grassland at waterside,cǎo tān,2746
插播,Plug in,chā bō,2747
长年累月,months and years pass by,cháng nián lěi yuè,2748
充耳不闻,turn a deaf ear to,chōng ěr bù wén,2749
处治,Treatment,chǔ zhì,2750
触怒,Infuriate,chù nù,2751
窗明几净,with bright windows and clean tables,chuāng míng jī jìng,2752
从长计议,give the matter further thought and discuss it later,cóng cháng jì yì,2753
大马哈鱼,Salmon,dà mǎ hā yú,2754
大猩猩,gorilla,dà xīng xing,2755
大一统,Unification,dà yī tǒng,2756
袋装,Bagged,dài zhuāng,2757
胆寒,Chills,dǎn hán,2758
