phrase,en,pronunciation,id
开道,Opening the way,kāi dào,1287
棉布,cotton,mián bù,1288
盘踞,Occupy,pán jù,1289
齐整,neat,qí zhěng,1290
千篇一律,follow the same pattern,qiān piān yī lv4,1291
球赛,ball game,qiú sài,1292
让位,Give way,ràng wèi,1293
身居,be in the position of,shēn jū,1294
生生不息,life and growth in nature,shēng shēng bù xī,1295
条令,Doctrine,tiáo lìng,1296
挺身,Stand up,tǐng shēn,1297
西餐,Western-style food,xī cān,1298
舷梯,Gangway,xián tī,1299
学籍,Student status,xué jí,1300
营生,Make a living,yíng shēng,1301
摘登,Excerpts,zhāi dēng,1302
正轨,a right track,zhèng guǐ,1303
逐日,Day by day,zhú rì,1304
壮丁,A strong man,zhuàng dīng,1305
闭口,Shut up,bì kǒu,1306
标尺,Ruler,biāo chǐ,1307
不巧,Unfortunately,bù qiǎo,1308
布袋,cloth bag,bù dài,1309
蚕食,Nibbling,cán shí,1310
从属,subordinate,cóng shǔ,1311
凑热闹,Join in the fun,còu rè nào,1312
淡泊,Indifferent,dàn bó,1313
淡忘,Oblivion,dàn wàng,1314
灯会,exhibit of lanterns,dēng huì,1315
顶替,displacement,dǐng tì,1316
愤懑,Indignation,fèn mèn,1317
付息,interest payment,fù xī,1318
高年级,Senior,gāo nián jí,1319
刽子手,executioner,guì zǐ shǒu,1320
果汁,fruit juice,guǒ zhī,1321
浩荡,Mighty,hào dàng,1322
哄笑,Laugh,hōng xiào,1323
将门,the family of a general,jiàng mén,1324
可口可乐,Coca Cola,kě kǒu kě lè,1325
口才,eloquence,kǒu cái,1326
框框,Frame,kuàng kuàng,1327
老成,Mature,lǎo chéng,1328
撩,flirt,liáo,1329
凌空,In the air,líng kōng,1330
零乱,Messy,líng luàn,1331
抹布,Dishcloth,mā bù,1332
面谈,interview,miàn tán,1333
暖意,"warmth ",nuǎn yì,1334
桑叶,mulberry leaves,sāng yè,1335
受气,Get angry,shòu qì,1336
通史,General history,tōng shǐ,1337
退兵,Retreat,tuì bīng,1338
外祖母,Grandmother,wài zǔ mǔ,1339
闻名遐迩,"be well-known , far and near",wén míng xiá ěr,1340
细密,Fineness,xì mì,1341
小寒,slight cold,xiǎo hán,1342
邂逅,to encounter,xiè hòu,1343
心计,Scheming,xīn jì,1344
心神,mind,xīn shén,1345
学分,credit,xué fēn,1346
盐场,Saltworks,yán chǎng,1347
摇钱树,Cash cow,yáo qián shù,1348
游艺,Entertainment,yóu yì,1349
招揽,Solicit,zhāo lǎn,1350
爪牙,Minions,zhǎo yá,1351
专论,Monograph,zhuān lùn,1352
着意,To care,zhuó yì,1353
棕榈,Palm,zōng lv2,1354
阻击,Block,zǔ jī,1355
做学问,Learning,zuò xué wèn,1356
白薯,Sweet potato,bái shǔ,1357
飙升,soar,biāo shēng,1358
菜场,Vegetable market,cài chǎng,1359
蚕豆,Broad bean,cán dòu,1360
瓷砖,ceramic tile,cí zhuān,1361
大名鼎鼎,one &apos;s name is known far and wide,dà míng dǐng dǐng,1362
二手车,used car,èr shǒu chē,1363
发射场,Launch site,fā shè chǎng,1364
伐木,lumbering,fá mù,1365
翻脸,Turn over,fān liǎn,1366
高音,a treble,gāo yīn,1367
公署,government office,gōng shǔ,1368
蚝,Oyster,háo,1369
豪气,Heroism,háo qì,1370
荷包,pouch,hé bāo,1371
救急,Emergency,jiù jí,1372
居民身份证,Resident identity card,jū mín shēn fen zhèng,1373
恋恋不舍,and unable to part from,liàn liàn bù shě,1374
论战,debate,lùn zhàn,1375
默认,default,mò rèn,1376
拍案,Make a case,pāi àn,1377
评语,comment,píng yǔ,1378
社会保障,social security,shè huì bǎo zhàng,1379
升任,Promotion,shēng rèn,1380
释疑,Explanation of doubts,shì yí,1381
铜矿,copper mine,tóng kuàng,1382
囤,Hoarding,tún,1383
诬陷,Frame up,wū xiàn,1384
无精打采,be in the blues,wú jīng dǎ cǎi,1385
戏迷,Opera fans,xì mí,1386
闲事,Idle business,xián shì,1387
阴天,overcast,yīn tiān,1388
蛹,pupa,yǒng,1389
运动量,Amount of exercise,yùn dòng liàng,1390
增选,Co election,zēng xuǎn,1391
中奖,Winning the prize,zhòng jiǎng,1392
走后门,Back door,zǒu hòu mén,1393
播报,Broadcast,bō bào,1394
曾几何时,only a short while ago,céng jǐ hé shí,1395
趁早,As soon as possible,chèn zǎo,1396
出纳,cashier,chū nà,1397
出走,Run away,chū zǒu,1398
雌性,female,cí xìng,1399
诋毁,Slander,dǐ huǐ,1400
独创性,Originality,dú chuàng xìng,1401
昏倒,faint,hūn dǎo,1402
基本点,Basic point,jī běn diǎn,1403
家访,Home visit,jiā fǎng,1404
结冰,freeze,jié bīng,1405
警句,Aphorism,jǐng jù,1406
立竿见影,get instant results,lì gān jiàn yǐng,1407
猎枪,Shotgun,liè qiāng,1408
临头,Imminent,lín tóu,1409
履历,Resume,lv3 lì,1410
谩骂,abuse,màn mà,1411
清闲,Leisure,qīng xián,1412
群策群力,work and pull together,qún cè qún lì,1413
如约,As promised,rú yuē,1414
手迹,script,shǒu jì,1415
水仙,narcissu,shuǐ xiān,1416
跳伞,Parachute jump,tiào sǎn,1417
武断,Arbitrary,wǔ duàn,1418
下同,The same below,xià tóng,1419
线虫,Nematode,xiàn chóng,1420
沿街,Along the street,yán jiē,1421
腋下,armpit,yè xià,1422
英尺,foot,yīng chǐ,1423
由不得,I can&apos;t help it,yóu bu de,1424
浴血奋战,fight a bloody battle,yù xuè fèn zhàn,1425
园丁,gardener,yuán dīng,1426
原样,As is,yuán yàng,1427
原状,Original state,yuán zhuàng,1428
正义感,sense of justice,zhèng yì gǎn,1429
作价,Pricing,zuò jià,1430
白糖,Sugar,bái táng,1431
半死,Half dead,bàn sǐ,1432
碧海,Blue sea,bì hǎi,1433
苍穹,the overarching sky,cāng qióng,1434
船体,hull,chuán tǐ,1435
寸步,Inch step,cùn bù,1436
大陆架,continental shelf,dà lù jià,1437
叠加,superposition,dié jiā,1438
恶性肿瘤,Malignant tumor,è xìng zhǒng liú,1439
旮旯儿,A corner,gā lá er,1440
糕点,Cakes and Pastries,gāo diǎn,1441
孤军,A lone Army,gū jūn,1442
关内,Guannei,guān nèi,1443
归咎,Imputation,guī jiù,1444
过得去,It&apos;s OK,guò de qù,1445
好端端,Well done,hǎo duān duān,1446
黑洞洞,Black hole,hēi dòng dòng,1447
吼声,Roar,hǒu shēng,1448
糊弄,Make a fool of,hù nong,1449
见方,Square,jiàn fāng,1450
脚趾,Toe,jiǎo zhǐ,1451
口感,texture,kǒu gǎn,1452
快慢,speed,kuài màn,1453
劣迹,Bad deeds,liè jì,1454
琉璃,Glaze,liú lí,1455
搂抱,Cuddle,lǒu bào,1456
瞒报,conceal the truth from higher authorities,mán bào,1457
末尾,end,mò wěi,1458
娘儿们,Ladies,niáng er men,1459
牌位,Memorial tablet,pái wèi,1460
泼辣,Pungent,pō la,1461
强求,Demand,qiǎng qiú,1462
求见,Please see me,qiú jiàn,1463
扫清,Clean up,sǎo qīng,1464
试验田,Experimental field,shì yàn tián,1465
熟习,Familiar with,shú xí,1466
他杀,Homicide,tā shā,1467
跳高,high jump,tiào gāo,1468
万不得已,cannot but,wàn bù dé yǐ,1469
屋脊,ridge,wū jǐ,1470
无量,Immeasurable,wú liàng,1471
悟性,power of understanding,wù xìng,1472
西天,West sky,xī tiān,1473
小钱,Small money,xiǎo qián,1474
养家,support one &apos;s family,yǎng jiā,1475
有机食品,Organic food,yǒu jī shí pǐn,1476
月末,end of the month,yuè mò,1477
长老,elders,zhǎng lǎo,1478
争鸣,Contending,zhēng míng,1479
重量级,heavyweight,zhòng liàng jí,1480
逐户,Door to door,zhú hù,1481
走马上任,go to take office,zǒu mǎ shàng rèn,1482
安家,Settle down,ān jiā,1483
八卦,Eight trigrams,bā guà,1484
柏油,Tar,bǎi yóu,1485
怅惘,Melancholy,chàng wǎng,1486
闯荡,Wandering,chuǎng dàng,1487
大便,shit,dà biàn,1488
地利,Good location,dì lì,1489
独行,Walk alone,dú xíng,1490
耳语,Whisper,ěr yǔ,1491
房舍,house,fáng shě,1492
干妈,godmother,gān mā,1493
海燕,Petrel,hǎi yàn,1494
妓院,brothel,jì yuàn,1495
叫骂,Scold,jiào mà,1496
紧逼,Press,jǐn bī,1497
卷土重来,stage a comeback,juǎn tǔ chóng lái,1498
狂喜,an ecstasy,kuáng xǐ,1499
利己,Egoism,lì jǐ,1500
料子,Material,liào zǐ,1501
棉田,cotton field,mián tián,1502
泯灭,Vanish,mǐn miè,1503
难耐,Intolerable,nán nài,1504
耦合,coupling,ǒu hé,1505
齐鲁,Qilu,qí lǔ,1506
起落,Rise and fall,qǐ luò,1507
谦让,Humility,qiān ràng,1508
强悍,Tough,qiáng hàn,1509
轻骑,Qingqi,qīng qí,1510
射程,range,shè chéng,1511
统率,command,tǒng shuài,1512
销声匿迹,disappear from the scene,xiāo shēng nì jì,1513
行文,Writing,xíng wén,1514
性爱,sexual love,xìng ài,1515
愚弄,to fool,yú nòng,1516
冤屈,Injustice,yuān qū,1517
责问,Censure,zé wèn,1518
账面,Book,zhàng miàn,1519
找事,Looking for trouble,zhǎo shì,1520
中老年,Middle aged and old people,zhōng lǎo nián,1521
中尉,lieutenant,zhōng wèi,1522
助兴,Add to the fun,zhù xìng,1523
总归,In the end,zǒng guī,1524
半成品,Partially Prepared Products,bàn chéng pǐn,1525
报端,Newspapers,bào duān,1526
贝类,shellfish,bèi lèi,1527
备有,Available,bèi yǒu,1528
秉性,nature,bǐng xìng,1529
出洋,Going abroad,chū yáng,1530
词组,phrase,cí zǔ,1531
刺杀,assassination,cì shā,1532
大相径庭,be quite different,dà xiāng jìng tíng,1533
房主,Homeowners,fáng zhǔ,1534
风箱,Bellows,fēng xiāng,1535
火候,Fire temperature,huǒ hòu,1536
架桥,Bridge,jià qiáo,1537
截然,Absolutely,jié rán,1538
解惑,Dispelling doubts,jiě huò,1539
金发,blonde,jīn fā,1540
救星,Savior,jiù xīng,1541
枯死,Wither and die,kū sǐ,1542
夸赞,praise,kuā zàn,1543
勒索,extortion,lè suǒ,1544
临危,In the face of danger,lín wēi,1545
龙虾,lobster,lóng xiā,1546
没问题,no problem,méi wèn tí,1547
面额,Denomination,miàn é,1548
明晃晃,Bright and dazzling,míng huǎng huǎng,1549
漠然,indifferent,mò rán,1550
难产,dystocia,nán chǎn,1551
牛鬼蛇神,the monsters and freaks of all descriptions,niú guǐ shé shén,1552
普选,general election,pǔ xuǎn,1553
青衣,Tsing Yi,qīng yī,1554
散漫,Rambling,sǎn màn,1555
受惠,receive benefit,shòu huì,1556
赎罪,to expiate sin,shú zuì,1557
谈吐,Talk,tán tǔ,1558
透风,Ventilation,tòu fēng,1559
唾弃,Spit on,tuò qì,1560
剜,Enucleation,wān,1561
我行我素,persist in one &apos;s old ways,wǒ xíng wǒ sù,1562
胸腔,pleural,xiōng qiāng,1563
移师,"moved ",yí shī,1564
隐含,Implied,yǐn hán,1565
原始社会,Primitive society,yuán shǐ shè huì,1566
云天,Cloud sky,yún tiān,1567
折旧,depreciation,zhé jiù,1568
阵脚,Footwork,zhèn jiǎo,1569
证言,testimony,zhèng yán,1570
郑重其事,take the matter seriously,zhèng zhòng qí shì,1571
织布,Weaving,zhī bù,1572
直接选举,Direct election,zhí jiē xuǎn jǔ,1573
制导,guidance,zhì dǎo,1574
转会,transfer,zhuǎn huì,1575
啄木鸟,Woodpecker,zhuó mù niǎo,1576
字面,literal,zì miàn,1577
拜谢,"bese ",bài xiè,1578
笔录,record,bǐ lù,1579
贬低,belittle,biǎn dī,1580
波光,Wave light,bō guāng,1581
抽水,pump,chōu shuǐ,1582
刺眼,dazzling,cì yǎn,1583
大件,large-sized object,dà jiàn,1584
店家,Shop owner,diàn jiā,1585
店堂,Shop Hall,diàn táng,1586
定名,Naming,dìng míng,1587
东道国,host country,dōng dào guó,1588
督战,Overseer,dū zhàn,1589
多嘴,Talkative,duō zuǐ,1590
儿歌,Nursery rhyme,ér gē,1591
仿制,Imitation,fǎng zhì,1592
佛法,buddha dharma,fó fǎ,1593
古训,An old saying,gǔ xùn,1594
好家伙,good heavens,hǎo jiā huo,1595
合作化,Cooperation,hé zuò huà,1596
狐疑,Doubt,hú yí,1597
花市,Flower market,huā shì,1598
回绝,Refuse,huí jué,1599
祸福,misfortune and fortune,huò fú,1600
计划单列市,Planned cities,jì huà dān liè shì,1601
减刑,Commutation of sentence,jiǎn xíng,1602
拦腰,Block the waist,lán yāo,1603
篮板球,rebound,lán bǎn qiú,1604
冷藏,cold storage,lěng cáng,1605
列传,biographies,liè zhuàn,1606
抢购,Snap up,qiǎng gòu,1607
群雄,Heroes,qún xióng,1608
群众运动,Mass movement,qún zhòng yùn dòng,1609
人身自由,Personal freedom,rén shēn zì yóu,1610
肉鸡,Broiler,ròu jī,1611
搡,Shoving,sǎng,1612
仕途,official career,shì tú,1613
水蒸气,steam,shuǐ zhēng qì,1614
毯子,blanket,tǎn zǐ,1615
喜酒,Wedding wine,xǐ jiǔ,1616
陷落,fall,xiàn luò,1617
血丝,Blood silk,xuè sī,1618
谚语,proverb,yàn yǔ,1619
吟唱,Singing,yín chàng,1620
玉石,jade,yù shí,1621
致谢,thank,zhì xiè,1622
走道,Aisle,zǒu dào,1623
兵家,Strategist,bīng jiā,1624
车牌,License plate,chē pái,1625
打手,Thugs,dǎ shou,1626
丹顶鹤,Red-crowned crane,dān dǐng hè,1627
导电,electric conduction,dǎo diàn,1628
发散,Divergence,fā sàn,1629
枫树,maple,fēng shù,1630
干练,Capable,gàn liàn,1631
公房,Public housing,gōng fáng,1632
共产国际,Comintern,gòng chǎn guó jì,1633
关卡,Level,guān qiǎ,1634
后妃,Empress,hòu fēi,1635
绘图,mapping,huì tú,1636
计数,count,jì shù,1637
见不得,Not to be seen,jiàn bu dé,1638
缴械,disarm,jiǎo xiè,1639
借读,Borrowing,jiè dú,1640
旧货,junk,jiù huò,1641
绝食,Hunger strike,jué shí,1642
枯黄,withered and yellow,kū huáng,1643
录入,Input,lù rù,1644
露珠,dewdrop,lù zhū,1645
铝合金,aluminium alloy,lv3 hé jīn,1646
轮岗,work shift,lún gǎng,1647
模特儿,model,mó tè er,1648
内分泌,endocrine,nèi fēn mì,1649
派生,derive,pài shēng,1650
婆娑,Whirling,pó suō,1651
气势磅礴,of great momentum,qì shì páng bó,1652
千真万确,as sure as fate,qiān zhēn wàn què,1653
商船,merchant ship,shāng chuán,1654
伸张,Stretch out,shēn zhāng,1655
绳之以法,bring to justice,shéng zhī yǐ fǎ,1656
手记,Notes,shǒu jì,1657
首当其冲,be the first to bear the brunt,shǒu dāng qí chōng,1658
司徒,Situ,sī tú,1659
四角,Four corners,sì jiǎo,1660
无所事事,have nothing to do,wú suǒ shì shì,1661
西施,Xi Shi,xī shī,1662
消防队,Fire brigade,xiāo fáng duì,1663
小辫儿,Pigtail,xiǎo biàn er,1664
泄洪,release flood waters,xiè hóng,1665
星际,interstellar,xīng jì,1666
洋鬼子,Foreign devils,yáng guǐ zǐ,1667
洋钱,Silver dollar,yáng qián,1668
要塞,fortress,yào sài,1669
一劳永逸,put things right once and for all,yī láo yǒng yì,1670
元宵节,the lantern festival,yuán xiāo jié,1671
招架,to parry,zhāo jià,1672
不屑于,Disdain for,bù xiè yú,1673
城隍庙,Town God Temple,chéng huáng miào,1674
抽打,Whipping,chōu dǎ,1675
次长,Second minister,cì cháng,1676
短评,Comments,duǎn píng,1677
放炮,Shooting,fàng pào,1678
废料,waste,fèi liào,1679
改嫁,remarry,gǎi jià,1680
甘苦,Sweet and bitter,gān kǔ,1681
工时,working hours,gōng shí,1682
弓箭,Bow and arrow,gōng jiàn,1683
管闲事,Mind your own business,guǎn xián shì,1684
广博,Extensive,guǎng bó,1685
果敢,Resolute,guǒ gǎn,1686
海流,ocean current,hǎi liú,1687
黄梅戏,Huangmei Opera,huáng méi xì,1688
江心,Jiangxin,jiāng xīn,1689
俱全,Complete,jù quán,1690
历历在目,be visible before the eyes,lì lì zài mù,1691
联系人,contacts,lián xì rén,1692
伶俐,Smart,líng lì,1693
沦落,Fall,lún luò,1694
泥塑,Clay sculpture,ní sù,1695
且慢,wait a moment,qiě màn,1696
群众组织,mass organization,qún zhòng zǔ zhī,1697
人山人海,huge crowds of people,rén shān rén hǎi,1698
如常,As usual,rú cháng,1699
傻笑,Giggle,shǎ xiào,1700
升级换代,Upgrading,shēng jí huàn dài,1701
失实,FALSE,shī shí,1702
探问,Inquiry,tàn wèn,1703
讨伐,Crusade,tǎo fá,1704
望而却步,look and step back,wàng ér què bù,1705
先民,Ancestors,xiān mín,1706
先贤,Sages,xiān xián,1707
校庆,School day,xiào qìng,1708
秀气,Delicate,xiù qì,1709
音译,transliteration,yīn yì,1710
约略,About,yuē luè,1711
仗义,Uphold justice,zhàng yì,1712
别出心裁,create new styles,bié chū xīn cái,1713
播撒,Sowing,bō sǎ,1714
擦肩而过,Pass by,cā jiān ér guò,1715
长此以往,if things go on like this,cháng cǐ yǐ wǎng,1716
愁眉苦脸,wear a sad face a long face with knitted eyebrows,chóu méi kǔ liǎn,1717
串通,collusion,chuàn tōng,1718
待发,Ready to go,dài fā,1719
电极,electrode,diàn jí,1720
多姿,Colorful,duō zī,1721
方子,Prescription,fāng zǐ,1722
感恩,Gratitude,gǎn ēn,1723
轱辘,Wheel,gū lù,1724
谷底,Valley bottom,gǔ dǐ,1725
痼疾,Chronic disease,gù jí,1726
惯用,Idiomatic,guàn yòng,1727
寒意,Chill,hán yì,1728
核酸,nucleic acid,hé suān,1729
计费,charging,jì fèi,1730
技校,Technical school,jì xiào,1731
监考,Invigilator,jiān kǎo,1732
金融危机,financial crisis,jīn róng wēi jī,1733
尽责,Due diligence,jìn zé,1734
诀窍,knack,jué qiào,1735
军旗,Flag,jūn qí,1736
氯气,chlorine,lv4 qì,1737
咪咪,Mimi,mī mī,1738
棉絮,cotton,mián xù,1739
脑血管,Cerebral vessels,nǎo xuè guǎn,1740
嫩绿,the vivid green,nèn lv4,1741
农庄,collective farm,nóng zhuāng,1742
赔钱,Lose money,péi qián,1743
碰硬,Meet the tough,pèng yìng,1744
平滑,smooth,píng huá,1745
壬,Union,rén,1746
日见,See you every day,rì jiàn,1747
婶婶,aunt,shěn shěn,1748
盛宴,feast,shèng yàn,1749
套用,Apply,tào yòng,1750
同舟共济,to pull together in times of trouble,tóng zhōu gòng jì,1751
吐气,Exhale,tǔ qì,1752
无产者,proletarian,wú chǎn zhě,1753
无中生有,creating something out of nothing,wú zhōng shēng yǒu,1754
小刀,pocket knife,xiǎo dāo,1755
新词,New words,xīn cí,1756
新生代,Cenozoic era,xīn shēng dài,1757
宣示,Declaration,xuān shì,1758
学理,Academic theory,xué lǐ,1759
掌心,hollow of the palm,zhǎng xīn,1760
孜孜不倦,diligently,zī zī bù juàn,1761
不在话下,be nothing difficult,bù zài huà xià,1762
称雄,Take the lead,chēng xióng,1763
冲击波,shock wave,chōng jī bō,1764
抽奖,luck draw,chōu jiǎng,1765
绸子,silk fabric,chóu zǐ,1766
定神,Calm down,dìng shén,1767
反贪,Anti corruption,fǎn tān,1768
古旧,ancient,gǔ jiù,1769
光复,Recovery,guāng fù,1770
咣,bang,guāng,1771
减收,Reduction of income,jiǎn shōu,1772
交道,dealings,jiāo dào,1773
军兵种,category of troops,jūn bīng zhǒng,1774
酷热,extremely hot,kù rè,1775
拉关系,Pull relations,lā guān xi,1776
了然,It&apos;s clear,liǎo rán,1777
盟军,allied forces,méng jūn,1778
名曲,Famous music,míng qǔ,1779
木桩,Stake,mù zhuāng,1780
内情,Inside information,nèi qíng,1781
批转,Approval and transmission,pī zhuǎn,1782
凄厉,Sad and shrill,qī lì,1783
乞降,Begging for surrender,qǐ xiáng,1784
轻便,light,qīng biàn,1785
手舞足蹈,dance with joy,shǒu wǔ zú dǎo,1786
思虑,Thinking,sī lv4,1787
贪赃枉法,take bribes and bend the law,tān zāng wǎng fǎ,1788
唾液,saliva,tuò yè,1789
蚊虫,mosquito,wén chóng,1790
无愧,Worthy of,wú kuì,1791
先遣,sent in advance,xiān qiǎn,1792
相悖,Contrary to,xiāng bèi,1793
心旷神怡,feel fresh,xīn kuàng shén yí,1794
修宪,amend a constitution,xiū xiàn,1795
学报,journal,xué bào,1796
牙刷,toothbrush,yá shuā,1797
羊羔,lamb,yáng gāo,1798
野味,wild animals,yě wèi,1799
一小撮,A handful,yī xiǎo cuō,1800
义演,benefit,yì yǎn,1801
印刷品,Printed matter,yìn shuā pǐn,1802
圆润,Mellow,yuán rùn,1803
圆心,center of a circle,yuán xīn,1804
越野车,Off-road vehicle,yuè yě chē,1805
造访,pay a visit,zào fǎng,1806
走高,Go up,zǒu gāo,1807
半辈子,Half a lifetime,bàn bèi zǐ,1808
笔会,Pen meeting,bǐ huì,1809
不对劲儿,It&apos;s not right,bù duì jìn ér,1810
长卷,long scroll of painting or calligraphy,cháng juàn,1811
叮当,jingle,dīng dāng,1812
恩赐,Gift,ēn cì,1813
绯红,crimson,fēi hóng,1814
纷飞,Flying,fēn fēi,1815
附加费,a surcharge,fù jiā fèi,1816
干休所,home for retired cadres,gān xiū suǒ,1817
共度,spend together,gòng dù,1818
购物中心,Shopping Mall,gòu wù zhōng xīn,1819
护城河,city moat,hù chéng hé,1820
欢天喜地,be full of joy,huān tiān xǐ dì,1821
间作,Intercropping,jiàn zuò,1822
惊涛骇浪,tempestuous waves,jīng tāo hài làng,1823
口头禅,pet phrase,kǒu tóu chán,1824
灵机一动,suddenly have a brain wave,líng jī yī dòng,1825
梅雨,Meiyu,méi yǔ,1826
蜜月,honeymoon,mì yuè,1827
妙计,A clever plan,miào jì,1828
明镜,bright mirror,míng jìng,1829
年富力强,be in the full vigour of life,nián fù lì qiáng,1830
片儿,TV play,piàn er,1831
票贩子,Ticket dealer,piào fàn zǐ,1832
清流,Qingliu,qīng liú,1833
求爱,Courtship,qiú ài,1834
受训,receive training,shòu xùn,1835
水牛,buffalo,shuǐ niú,1836
投案,surrender oneself,tóu àn,1837
土星,Saturn,tǔ xīng,1838
违抗,disobey,wéi kàng,1839
文库,library,wén kù,1840
笑吟吟,Smile and chant,xiào yín yín,1841
新绿,fresh green,xīn lv4,1842
休眠,dormancy,xiū mián,1843
靴子,Boots,xuē zǐ,1844
瑶族,Yao nationality,yáo zú,1845
意旨,will,yì zhǐ,1846
英姿,Yingzi,yīng zī,1847
圆柱,cylinder,yuán zhù,1848
造田,Land reclamation,zào tián,1849
招展,Exhibition,zhāo zhǎn,1850
遮蔽,shelter,zhē bì,1851
置之不理,ignore,zhì zhī bù lǐ,1852
专心致志,devote oneself heart and soul to,zhuān xīn zhì zhì,1853
宝物,treasure,bǎo wù,1854
背部,back,bèi bù,1855
拨动,Stir,bō dòng,1856
草皮,turf,cǎo pí,1857
怅然,disappointed,chàng rán,1858
出错,error,chū cuò,1859
搭桥,Bridging,dā qiáo,1860
东经,east longitude,dōng jīng,1861
风起云涌,be raging like a storm,fēng qǐ yún yǒng,1862
港商,Hong Kong businessmen,gǎng shāng,1863
合约,contract,hé yuē,1864
横贯,Across,héng guàn,1865
籍贯,Native place,jí guàn,1866
脊柱,spine,jǐ zhù,1867
炯炯,Brilliant,jiǒng jiǒng,1868
举目,Look up,jǔ mù,1869
苦口婆心,do one &apos;s best to convince sb,kǔ kǒu pó xīn,1870
懒散,Laziness,lǎn sǎn,1871
励,Encourage,lì,1872
买进,buy in,mǎi jìn,1873
麦穗,Ear of Wheat,mài suì,1874
棉裤,cotton-padded trousers,mián kù,1875
民宅,private home,mín zhái,1876
青苗,young crops,qīng miáo,1877
请柬,Invitation card,qǐng jiǎn,1878
取乐,Have fun,qǔ lè,1879
去留,the issue of going or staying,qù liú,1880
人才辈出,men of talent come out in succession,rén cái bèi chū,1881
丧气,Dejected,sàng qi,1882
扫视,to glance,sǎo shì,1883
神威,Shenwei,shén wēi,1884
神像,The statue,shén xiàng,1885
死鬼,Ghost,sǐ guǐ,1886
唐人街,Chinatown,táng rén jiē,1887
套种,Interplanting,tào zhòng,1888
痛心疾首,with deep hatred and resentment,tòng xīn jí shǒu,1889
伪科学,Pseudoscience,wěi kē xué,1890
窝囊废,Loser,wō nang fèi,1891
无独有偶,it happens that there is a similar case,wú dú yǒu ǒu,1892
席子,Mat,xí zǐ,1893
消退,Fade away,xiāo tuì,1894
心气,Mood,xīn qì,1895
刑律,Criminal law,xíng lv4,1896
汛,Flood season,xùn,1897
一尘不染,maintain one&apos;s original pure character,yī chén bù rǎn,1898
一五一十,relate in detail,yī wǔ yī shí,1899
诱因,cause,yòu yīn,1900
御寒,keep out the cold,yù hán,1901
在案,On record,zài àn,1902
真知灼见,high perspicacity,zhēn zhī zhuó jiàn,1903
整机,complete machine,zhěng jī,1904
旨意,will,zhǐ yì,1905
芭蕉,Banana,bā jiāo,1906
白话文,writings in vernacular,bái huà wén,1907
勃发,Flourishing,bó fā,1908
不备,Unprepared,bù bèi,1909
查禁,Ban,chá jìn,1910
岔开,Diverge,chà kāi,1911
触发,trigger,chù fā,1912
大西南,Southwest China,dà xī nán,1913
大有希望,There is great hope,dà yǒu xī wàng,1914
得用,It&apos;s going to work,dé yòng,1915
对抗性,Antagonism,duì kàng xìng,1916
发型,hairstyle,fà xíng,1917
风尘仆仆,be travel-stained,fēng chén pú pú,1918
峰顶,Summit,fēng dǐng,1919
孵化器,Incubator,fū huà qì,1920
附和,Echo,fù hè,1921
糊糊,Misty,hú hu,1922
华西,Huaxi,huá xī,1923
架次,Sorties,jià cì,1924
今生,this life,jīn shēng,1925
敬老,respect the old,jìng lǎo,1926
举步维艰,It&apos;s hard to walk,jǔ bù wéi jiān,1927
拒收,rejection,jù shōu,1928
绝伦,Peerless,jué lún,1929
明码,Clear code,míng mǎ,1930
捺,Na,nà,1931
内控,Internal control,nèi kòng,1932
溺爱,Dote on,nì ài,1933
农会,Peasant association,nóng huì,1934
蜷缩,Curl up,quán suō,1935
善战,be good at fighting,shàn zhàn,1936
省略,ellipsis,shěng luè,1937
他用,another use,tā yòng,1938
退走,Retreat,tuì zǒu,1939
吞并,Annexation,tūn bìng,1940
脱产,Out of work,tuō chǎn,1941
洗衣粉,Washing powder,xǐ yī fěn,1942
险峻,dangerously steep,xiǎn jùn,1943
险要,Dangerous,xiǎn yào,1944
小便,urine,xiǎo biàn,1945
哮喘,asthma,xiào chuǎn,1946
写字楼,Office Building,xiě zì lóu,1947
血泊,A pool of blood,xuè pō,1948
一窝蜂,like a swarm of bees,yī wō fēng,1949
用材林,Timber forest,yòng cái lín,1950
舆论界,media,yú lùn jiè,1951
藏文,Tibetan,cáng wén,1952
障碍物,obstacle,zhàng ài wù,1953
整形,plastic,zhěng xíng,1954
直视,Look directly at,zhí shì,1955
罪责,Criminal responsibility,zuì zé,1956
巴士,bus,bā shì,1957
差点儿,Almost,chà diǎn er,1958
诚如,just as,chéng rú,1959
愁苦,Melancholy,chóu kǔ,1960
大捷,great victory,dà jié,1961
大洋洲,Oceania,dà yáng zhōu,1962
当庭,in court,dāng tíng,1963
党羽,henchmen,dǎng yǔ,1964
惦念,Miss,diàn niàn,1965
蝶泳,butterfly,dié yǒng,1966
方药,Prescription,fāng yào,1967
橄榄,olive,gǎn lǎn,1968
归口,put under,guī kǒu,1969
贵客,Distinguished guest,guì kè,1970
红利,dividend,hóng lì,1971
后路,Back road,hòu lù,1972
机会主义,opportunism,jī huì zhǔ yì,1973
夹子,Clip,jiā zi,1974
胶卷,film,jiāo juǎn,1975
恳请,Please,kěn qǐng,1976
胯,Crotch,kuà,1977
窥见,Glimpse,kuī jiàn,1978
零食,snacks,líng shí,1979
忙不迭,in a hurry,máng bù dié,1980
奶油,cream,nǎi yóu,1981
盘点,Inventory,pán diǎn,1982
